local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
1.0	0.6661	with the shell in apache pig	0.1339	interact	user
0.0813	0.8981	distance	0.1339	affect stopping	tyre
0.0061	0.9367	milk	0.1339	drink	dolphin
1.0	0.8686	climate change	0.1339	can lead to	deforestation
0.0141	0.8564	rotated	0.1339	has_property	crop
1.0	0.8289	tire pressure gauge	0.1339	carry	truck driver
0.0033	0.9364	taxes	0.1339	pay	lawyer
0.1303	0.9107	themselves in sand	0.1339	bury	clam
0.0005	0.939	ft	0.1339	has_property	toe
0.0006	0.9572	on specify	0.1339	has_property	porcupine tree
0.2861	0.9065	cold weather	0.1339	run better in	diesel
0.0538	0.8142	babies	0.1339	abandon	cat
1.0	0.8201	radiation	0.1339	respond to	molecule
0.0008	0.8994	away	0.1339	go	stress
0.5264	0.8291	resistant to hydrolysis	0.1339	has_property	peptide bond
0.007	0.9062	mental health	0.1339	affect	factor
1.0	0.8631	with a current	0.1339	be rated	electrical device
1.0	0.7286	envelopes	0.1339	remove stamps from	stamp collector
1.0	0.7394	oyster cards	0.1339	get	tourist
0.0022	0.9393	to be refrigerated	0.1339	need	boston baked beans
0.0003	0.899	old	0.1339	has_time	duck
0.0023	0.8843	kit	0.1339	has_property	lense
0.0004	0.9249	pm	0.1339	has_property	brake
0.0487	0.8999	important issue	0.1339	has_property	drug abuse
1.0	0.9071	theory of plate tectonics	0.1339	prove	continental drift
0.0002	0.9639	netflix	0.1339	be on	rogue
0.0098	0.9563	france	0.1339	has_property	demographic
0.0543	0.7932	war	0.1339	prepare for	nation
0.0026	0.8709	dry	0.1339	can	throat
0.0014	0.8462	hit	0.1339	can	throat
1.0	0.8897	other fruit to ripen	0.1339	cause	apple
0.0016	0.7829	dying	0.1339	can	clump
0.0024	0.8487	kit	0.1339	can	nostril
0.052	0.9612	on bbc player	0.1339	has_property	sherlock
0.0999	0.8626	themselves from danger	0.1339	protect	turkey
0.0008	0.9443	food	0.1339	get	gazelle
1.0	0.7163	sew woo	0.1339	say	blood
0.2467	0.9507	credit check	0.1339	want	employer
0.0388	0.9078	decision	0.1339	affect	consequence
0.0585	0.8575	host	0.1339	can	ko
1.0	0.8879	nba 2k18	0.1339	work in	badge
0.0061	0.9059	smell	0.1339	have	space
0.0006	0.8728	no	0.1339	has_property	web site
0.0275	0.8572	tobacco	0.1339	be in	formaldehyde
0.0209	0.8898	good	0.1339	sound	fifth
0.0108	0.9125	important in hinduism	0.1339	has_property	guru
0.0127	0.8621	each other	0.1339	bite	budgie
0.0022	0.9072	pregnant	0.1339	get	inmate
0.0057	0.8977	jail	0.1339	go to	atticus
0.001	0.8438	open	0.1339	can	bail
1.0	0.8862	mars	0.1339	be measured on	day
0.0004	0.9116	do	0.1339	has_property	asteroid
0.0012	0.9213	max	0.1339	be to	living thing
1.0	0.6658	mathis in a dumpster	0.1339	put	bond
0.1765	0.9084	coral reefs	0.1339	destroy	human
0.1435	0.7727	thick	0.1339	become	nail
1.0	0.9434	aye-ayes	0.1339	be called	aye-aye
0.0005	0.9134	measured	0.1339	has_movement	forest fire
0.7756	0.7706	in tom walker	0.1339	be used	satire
0.0145	0.8976	antennas	0.1339	have	roach
0.0012	0.8692	develop	0.1339	can	sponge
0.0	0.9469	good	0.1339	has_trait	textbook
0.05	0.7887	colonized	0.1339	be	west africa
1.0	0.7662	for ants	0.1339	spray	exterminator
0.0017	0.863	map	0.1339	can	plant
0.0173	0.9108	in football	0.1339	work	play cards
0.043	0.8361	in the us	0.1339	be regulated	food
0.0101	0.906	county	0.1339	has_property	susquehanna
0.2795	0.7604	to be measurable	0.1339	need	target
0.0003	0.8555	fee	0.1339	can	mon
0.1068	0.8533	death	0.1339	react to	guinea pig
1.0	0.8742	blood pressure	0.1339	read	nurse
1.0	0.8563	to form polynucleotides	0.1339	join together	nucleotide
0.0004	0.9093	worth	0.1339	has_property	warship
0.4678	0.7842	picking	0.1339	go	cucumber
1.0	0.811	cultural diffusion	0.1339	result in	trade
1.0	0.6993	floriculture	0.1339	help in	bee
1.0	0.782	commemorative ceremonies	0.1339	be used in	wreath
1.0	0.8724	stupid in sun	0.1339	look	ash
0.0004	0.8369	types	0.1339	can	alligator
0.0666	0.9047	short lifespans	0.1339	have	pet
0.0002	0.9192	do	0.1339	can	lactose
0.0137	0.9804	snow	0.1339	handle in	charger
0.3463	0.8992	to a newborn	0.1339	be given	vitamin k
0.6824	0.8793	petrol	0.1339	be worse than	diesel
0.001	0.8855	pet	0.1339	can	mon
0.3435	0.8513	goats	0.1339	raise	people
0.1736	0.9105	chicago	0.1339	be high in	violence
0.0198	0.915	athletes	0.1339	be important for	calcium
0.0003	0.8772	lyrics	0.1339	can	ganesha
0.2019	0.8157	itself	0.1339	repair	skin
1.0	0.9218	language today	0.1339	use	politician
0.6298	0.8234	face	0.1339	wipe	rabbit
1.0	0.9004	can combined	0.1339	CAN	blood type
1.0	0.7931	water	0.1339	high levels of are	nitrate
0.0018	0.9492	nj	0.1339	has_property	dealer
1.0	0.7522	load	0.1339	stand up under	structure
1.0	0.7923	west nile	0.1339	get	mosquito
0.0079	0.865	jazz	0.1339	has_property	contrabass
0.0158	0.9059	usually	0.1339	occur	sleepwalking
1.0	0.7446	us visions	0.1339	show	god
1.0	0.8575	numbers nfl	0.1339	have	referee
0.002	0.8695	bi	0.1339	has_property	power plant
0.0016	0.7829	dying	0.1339	can	chew
0.1019	0.86	wife	0.1339	get	boat
1.0	0.7748	beauty	0.1339	need	bird
0.0948	0.8843	stress	0.1339	be different from	strain
0.1583	0.942	back pain	0.1339	relieve	squatting
0.0002	0.9384	be	0.1339	can	gadget
1.0	0.8763	pictures	0.1339	can post	foster parent
0.0399	0.8709	homeostasis	0.1339	contribute to	hormone
1.0	0.8247	up to 23	0.1339	add	everything
0.0009	0.8571	size	0.1339	can	forearm
0.0128	0.8209	hay	0.1339	has_property	hose
0.0329	0.881	military	0.1339	join	everyone
0.1021	0.8487	estrogen	0.1339	affect	soy
1.0	0.9276	now	0.1339	can advance	argentina
0.5687	0.673	operations	0.1339	fund	terrorist
1.0	0.8	society	0.1339	develop in	inequality
0.0006	0.8303	pop	0.1339	can	sugar
0.0009	0.8852	yield	0.1339	can	steroid
0.1186	0.8627	dinner	0.1339	has_property	gourmet
1.0	0.8311	cage	0.1339	feel in	tiger
0.6291	0.8743	brittle at low temperatures	0.1339	has_property	metal
1.0	0.8187	soil erosion	0.1339	die during	tree
0.0024	0.8975	salty	0.1339	has_property	prawn
0.0018	0.8472	gap	0.1339	can	flatulence
0.0003	0.877	cut	0.1339	can	wifi
1.0	0.918	health care delivery	0.1339	affect	error
1.0	0.7406	crowd	0.1339	follow	people
0.27	0.8049	jerseys	0.1339	switch	player
0.0009	0.9708	us	0.1339	affect	snow
1.0	0.8219	instagram	0.1339	get likes on	video
1.0	0.8576	plant growth	0.1339	inhibit	insect
0.0005	0.934	work	0.1339	has_property	generator
0.0003	0.918	useful	0.1339	has_property	crystal
0.7877	0.85	convex	0.1339	be negatively	mb
0.001	0.8129	edible	0.1339	has_property	animal
1.0	0.8595	square roots	0.1339	find	computer
0.6236	0.7855	when scared	0.1339	jump	cat
1.0	0.8052	like a contest with yourself	0.1339	be	poetry
1.0	0.8901	fiction literature	0.1339	has_property	novel
0.0195	0.88	from the earth	0.1339	be extracted	plutonium
1.0	0.6633	helipads	0.1339	be on	net
0.3724	0.8891	proteins	0.1339	be monomers of	amino acid
0.0114	0.8338	paper	0.1339	eat	infant
0.0134	0.8545	heat loss	0.1339	reduce	vacuum
0.0009	0.8981	red	0.1339	turn	fern
0.0889	0.8983	bad when pregnant	0.1339	has_property	food poisoning
0.0013	0.948	right	0.1339	has_movement	price
1.0	0.8089	20 percent	0.1339	die at	iphone 6
0.0171	0.8222	fluctuate	0.1339	can	spironolactone
1.0	0.7897	multiple phones	0.1339	show up on	call
0.0003	0.8372	twitch	0.1339	can	goalkeeper
0.0006	0.8212	snap	0.1339	can	goalkeeper
0.0005	0.8942	sweet	0.1339	has_trait	refrigeration
0.1529	0.8802	grade out in excel	0.1339	has_property	chart
0.0003	0.9447	pa	0.1339	has_property	lever
0.621	0.778	relationship stronger	0.1339	make	fighting
0.0259	0.728	video	0.1339	form	glacier
0.0006	0.8303	pop	0.1339	can	sleep
0.0032	0.9477	poop	0.1339	eat	pup
0.0072	0.9244	plastic	0.1339	be made of	sunglass
0.5237	0.8374	quota	0.1339	think	programmer
0.0798	0.813	rosary	0.1339	pray	people
0.0925	0.8578	nails	0.1339	trim	ape
0.4037	0.8366	nice to baby	0.1339	has_property	dog
0.201	0.8569	low solubility in water	0.1339	have	borax
0.5586	0.9399	walking dead	0.1339	has_property	fear
0.0004	0.797	met	0.1339	can	prostate
0.001	0.8783	com	0.1339	has_property	ferret
1.0	0.8715	wives	0.1339	can love	husband
0.1184	0.8473	waste	0.1339	dump	airplane
0.1085	0.8956	non renewable	0.1339	be classified as	fuel
0.0519	0.7663	tapeworms	0.1339	get	pet
0.228	0.9206	other forms of buddhism	0.1339	be different from	tibetan buddhism
0.0752	0.9073	dogs	0.1339	be used in	hydroxyzine
0.0162	0.8328	closing	0.1339	keep	siri
0.0004	0.8698	itch	0.1339	can	slat
0.8242	0.844	chemical energy	0.1339	use	battery
0.0888	0.9415	upside down	0.1339	walk	insect
0.0363	0.9372	cold weather	0.1339	do in	great pyrenees
0.8224	0.8618	scientists	0.1339	be done by	experiment
1.0	0.8542	food supply	0.1339	can increase	pest
0.0455	0.8556	better	0.1339	sound	tube
0.0578	0.9585	in gilead	0.1339	has_property	handmaid
0.2707	0.8726	death	0.1339	turn after	lip
1.0	0.7229	roots	0.1339	affect	auxin
0.001	0.8783	com	0.1339	has_property	criminal
1.0	0.8861	the tell	0.1339	be in	narrator
0.0092	0.9796	earth	0.1339	be important to	solar energy
0.4658	0.7905	area 51	0.1339	get to	worker
1.0	0.7334	side of triangle	0.1339	can add on	number
0.007	0.863	maps	0.1339	can	coordinate
0.012	0.9249	solid at room temperature	0.1339	has_property	ionic bond
0.0318	0.8728	taxes	0.1339	do	bartender
0.0047	0.9447	rock	0.1339	has_property	calpe
0.06	0.8344	latin names	0.1339	have	muscle
0.4258	0.8492	fines	0.1339	pay	criminal
0.0194	0.8718	atmosphere	0.1339	enter	greenhouse gas
0.0313	0.9175	friends	0.1339	can be	lover
0.328	0.8831	red in morning	0.1339	has_property	sky
0.9656	0.9382	complicated now	0.1339	has_property	dating
0.0502	0.8523	night	0.1339	act up at	carpal tunnel
0.5218	0.7833	into the army	0.1339	be drafted	elvis
0.0063	0.8532	swear	0.1339	has_property	platyhelminthes
0.1181	0.9443	summer	0.1339	be more common in	polio
0.0021	0.9375	come	0.1339	can	cicada
0.02	0.9399	as a pet	0.1339	has_property	golden retriever
0.0084	0.8278	ignite	0.1339	can	gasoline
1.0	0.7795	4 quarters	0.1339	be split than	hockey game
1.0	0.8732	remorse	0.1339	has_property	no
0.0161	0.9519	in toronto	0.1339	has_property	public transport
1.0	0.7785	middle score	0.1339	use	lender
0.2615	0.7723	bumble	0.1339	expire on	match
1.0	0.8409	across the internet	0.1339	be transferred	message
0.01	0.8257	fry	0.1339	can	trout
0.0061	0.9418	good thing	0.1339	be	debt
1.0	0.8434	cullen	0.1339	find	alice
0.0039	0.8711	guy	0.1339	can	laughing
1.0	0.856	engines on the tail	0.1339	have	some jets
1.0	0.8402	peanut	0.1339	be better than	almond
1.0	0.7951	baby	0.1339	heal faster as	circumcision
1.0	0.7093	off season	0.1339	visit places during	tourist
0.1737	1.0	lk1	0.1339	has_property	garden plant
0.0026	0.87	dst	0.1339	has_property	garden plant
0.6533	0.8464	fourth finger	0.1339	be placed on	wedding ring
1.0	0.8885	digestive system	0.1339	survive in	nematode
0.0204	0.9197	from person to person	0.1339	spread	malaria
0.5559	0.8241	they poop	0.1339	run	cat
0.2045	0.8586	gold teeth	0.1339	have	rapper
0.6339	0.8957	part of office 365	0.1339	has_property	access
1.0	0.8047	cheats work	0.1339	go	cs
1.0	0.7309	the effects of ex nine	0.1339	worsen	climate change
0.0007	0.9054	snow	0.1339	can	castle
0.0262	0.8705	thick skin	0.1339	have	crocodile
0.0007	0.9277	new	0.1339	has_time	airliner
0.0018	0.9285	in business	0.1339	has_property	bing
0.0226	0.8923	currency	0.1339	has_property	energy
0.2831	0.7521	the animals	0.1339	manipulate	napoleon
0.0191	0.8139	old	0.1339	get	animal
0.0002	0.8979	use	0.1339	can	pod
1.0	0.77	first scene of macbeth	0.1339	show in	shakespeare
1.0	0.8803	diploid cell	0.1339	occur in	chromosome
1.0	0.8194	map projections	0.1339	invent	geographer
0.2907	0.8491	sea life	0.1339	affect	straw
0.001	0.9183	at	0.1339	has_property	nucleolus
0.3918	0.8487	employees	0.1339	need	organization
0.0018	0.9797	uk	0.1339	be in	secondary school
1.0	0.8764	bahadur	0.1339	has_property	teg
0.0383	0.865	up	0.1339	close	meringue
0.0552	0.9299	pregnancy	0.1339	be given in	dexamethasone
0.2687	0.8858	future	0.1339	tell	monster
1.0	0.813	cellulose	0.1339	can get energy from	human
0.0266	0.8732	rocks	0.1339	break down	wind
0.003	0.8651	switch	0.1339	has_body_part	console
0.0157	0.9196	to be removed	0.1339	need	polyp
0.0008	0.8029	rat	0.1339	can	blow
1.0	0.8011	tests	0.1339	do poorly on	student
1.0	0.748	gloves off to fight	0.1339	take	hockey player
0.2682	0.868	baby talk	0.1339	do	adult
0.0009	0.8616	valid	0.1339	has_property	cargo ship
0.0002	0.9194	zero	0.1339	has_property	cargo ship
1.0	0.87	us	0.1339	run away from	deer
1.0	0.6656	crops rickets	0.1339	call	blood
0.2937	0.7806	eggs	0.1339	love	cat
0.0003	0.9335	cpu	0.1339	has_property	jack-in-the-pulpit
0.0053	0.9084	fan	0.1339	has_property	jack-in-the-pulpit
0.1157	0.8171	recruited	0.1339	get	fbi agent
0.1123	0.8989	higher altitudes	0.1339	be lower at	atmospheric pressure
1.0	0.7751	coats	0.1339	have spotted	giraffe
0.1176	0.9097	ragnarok	0.1339	die in	freya
0.0042	0.8113	led	0.1339	can	headlight
1.0	1.0	radhakrishnan	0.1338	has_property	dr.
0.0002	0.9342	popular	0.1338	has_trait	casino
0.0312	0.8312	clothes	0.1338	wash	mechanic
0.0054	0.9311	health care	0.1338	be important in	reflection
1.0	0.7513	disable people	0.1338	create	god
0.6577	0.7357	the liars	0.1338	torture	charles
0.035	0.8907	us energy	0.1338	give	biomass
1.0	0.7478	reserve of oxygen	0.1338	keep	skeletal muscle
1.0	0.8757	by the 15 th 19th 23th 24th amendments	0.1338	be protected	voting right
1.0	0.7329	di	0.1338	be buffalo made	mozzarella
0.7684	0.8214	superior to tom	0.1338	has_property	huck
0.0102	0.9177	other animals	0.1338	interact with	squirrel
0.0048	0.937	jewelry	0.1338	has_property	apatite
0.8789	0.7402	things	0.1338	complicate	sex
1.0	0.7262	beta fish	0.1338	help	pea
0.005	0.9611	community	0.1338	help	small enterprises
0.0078	0.888	fr	0.1338	has_property	tennis
0.0004	0.9308	big	0.1338	has_property	pesticide
0.378	0.8478	in deposits of uranium ores	0.1338	be found	helium
0.1571	0.8803	tremors	0.1338	have	alcoholic
0.0897	0.8805	journey	0.1338	have	sir gawain
0.404	0.8051	imf	0.1338	view differently	academic
0.38	0.7368	to acclimate	0.1338	need	wood
1.0	0.8145	condos	0.1338	deliver to	fedex
0.0008	0.8839	evolve	0.1338	can	merlot
0.0004	0.9512	endangered	0.1338	has_property	southern flying squirrel
0.3834	0.9261	in the periodic table	0.1338	be represented	proton
0.0007	0.9408	video	0.1338	has_property	prank
0.2845	0.8674	medicare	0.1338	get	foreigner
1.0	0.8054	in understanding other cultures	0.1338	help	proverb
0.0016	0.7829	dying	0.1338	can	nepal
1.0	0.8039	stars	0.1338	move away from	element
0.026	0.8354	drawing	0.1338	can	footprint
1.0	0.7428	antibiotic	0.1338	take place in	evolution
0.365	0.8599	the father of modern physics	0.1338	has_property	galileo
0.1849	0.8895	restart	0.1338	can	iphone
0.013	0.9296	damage	0.1338	cause	wildfire
0.016	0.8994	important in literature	0.1338	has_property	rhetoric
0.0002	0.8951	are	0.1338	can	frat
0.0014	0.8117	appear	0.1338	can	conifer
0.0018	0.8508	interesting	0.1338	has_property	bond
0.012	0.9317	night	0.1338	cry at	chicken
0.6746	0.7924	loose stools	0.1338	cause	migraine
0.033	1.0	zappa	0.1338	has_property	mussel
0.0007	0.9278	sir	0.1338	has_property	mussel
0.0024	0.9468	oklahoma	0.1338	has_property	mussel
0.8241	0.7984	diwali	0.1338	be celebrated after	new year
1.0	0.8606	at the molecular level	0.1338	occur	sickle cell anemia
0.0273	0.831	showing	0.1338	has_property	thumbnail
0.0006	0.9109	types	0.1338	has_property	cheese
0.0016	0.8027	swell	0.1338	can	windshield
1.0	0.8327	from the heat energy	0.1338	benefit	plant
1.0	0.8977	important in cakes	0.1338	has_property	flour
1.0	0.8909	vote early	0.1338	get	state
0.0617	0.9738	body	0.1338	develop in	breast cancer
0.0003	0.9446	use	0.1338	has_property	sulfuric acid
0.5197	0.8879	bleach	0.1338	be called	anime
0.0298	0.8851	sport	0.1338	be considered	basketball
0.0865	0.7857	holy week	0.1338	celebrate	protestant
1.0	0.8199	indiana	0.1338	be assessed in	property tax
0.0115	0.8597	magnets	0.1338	use	printer
0.0111	0.952	chocolate	0.1338	has_property	macadamia
0.0006	0.91	dan	0.1338	has_property	fridge
0.0004	0.9116	do	0.1338	has_property	command
1.0	0.7862	scar face	0.1338	love	rapper
0.0003	0.8947	yellow	0.1338	can	intestine
0.0014	0.8462	hit	0.1338	can	jellyfish
0.0005	0.8544	pig	0.1338	can	scallop
0.0008	0.8882	if	0.1338	has_property	flower petal
0.0	0.8758	work	0.1338	can	stacker
0.0003	0.8555	fee	0.1338	can	aol
0.0004	0.9114	reproduce	0.1338	can	zygomycota
1.0	0.7693	able to persuade many native americans in the region to fight the aztecs	0.1338	be	hernan cortes
0.9054	0.9216	walgreen	0.1338	be expensive at	condom
0.0967	0.9399	when migrate	0.1338	know	bird
1.0	0.8535	zika	0.1338	carry	mosquito
0.5192	0.8782	under threat of extinction	0.1338	has_property	tiger
0.0395	0.9117	effective	0.1338	can be	speech
1.0	0.7709	firearms	0.1338	be fascinated with	young man
0.3404	0.8667	walls	0.1338	run up	mouse
1.0	0.7559	component of drain cleaners	0.1338	be included as	aluminum
0.2552	0.8326	gummy	0.1338	become	mashed potato
0.001	0.9218	easy	0.1338	has_property	coding
1.0	0.842	have	0.1338	look	most people
0.0004	0.8554	rhyme	0.1338	can	lobster
0.0001	0.9389	made	0.1338	be	lego
0.0003	0.8772	lyrics	0.1338	can	clump
0.0003	0.8959	hurt	0.1338	can	clump
0.013	0.8067	vine	0.1338	has_property	comic
0.0007	0.8702	migrate	0.1338	can	silkworm
0.5892	0.6569	farsightedness	0.1338	help	glass
0.0003	0.918	useful	0.1338	be	social psychology
1.0	0.796	celibacy	0.1338	believe in	shaker
0.7762	0.8713	growth hormone	0.1338	inhibit	glucose
1.0	0.8406	prokaryotes	0.1338	work in	operon
0.6827	0.9111	green hats today	0.1338	wear	baseball player
0.0019	0.9155	health	0.1338	affect	gender role
1.0	0.8346	a significant individual to russia	0.1338	be	vladimir lenin
1.0	0.8181	sweaters	0.1338	knit	machine
0.1868	0.821	two airports	0.1338	have	chicago
0.0007	0.9376	number	0.1338	has_property	banana peel
0.001	0.9392	produced	0.1338	has_property	tortilla
0.0382	0.9541	houston	0.1338	has_property	ack
0.0004	0.8613	age	0.1338	can	jam
0.0063	0.8216	essay	0.1338	can	illness
0.0872	0.8884	boobs	0.1338	have	some men
1.0	0.8046	last man on earth	0.1338	die	phil
0.1883	0.9098	once	0.1338	die in	sheriff
1.0	0.9651	room temperature gas	0.1338	have at	noble gas
0.0004	0.8924	up	0.1338	can	curtain
1.0	0.7676	suppressors built into the barrel	0.1338	can have	gun
0.0486	0.9314	a person's daily life	0.1338	affect	multiple sclerosis
0.0007	0.8482	email	0.1338	can	mess
0.4277	0.7651	weed plants	0.1338	find	helicopter
1.0	0.6678	the emergence of genders	0.1338	explain	evolution
1.0	0.7783	to the bond market	0.1338	be attracted	investor
0.2134	0.8332	darker	0.1338	become	lip
1.0	0.798	organisms	0.1338	examine	biologist
0.0046	0.9675	society	0.1338	be important in	religion
0.0053	0.942	dogs	0.1338	be bad for	garlic
0.2729	0.9147	night	0.1338	come inside at	wasp
1.0	0.7549	death	0.1338	stop at	watch
1.0	0.8932	aguardiente	0.1338	drink	colombian
0.0003	0.8692	was	0.1338	can	insecta
0.0931	0.7925	energy	0.1338	hold	atp
0.0003	0.8777	away	0.1338	has_place	pining
1.0	0.8633	important in india	0.1338	plan	resource
0.0867	0.7863	discord	0.1338	work on	bot
1.0	0.7414	ignore	0.1338	discuss	society
1.0	0.794	floating underwater	0.1338	remain	submarine
0.2237	0.7531	opal card	0.1338	get	tourist
0.0	0.8758	work	0.1338	can	smoke
0.0227	0.9179	body	0.1338	can affect	parasite
0.003	0.8217	number	0.1338	can	liverpool
0.0009	0.8852	yield	0.1338	can	gum
1.0	0.904	to motion	0.1338	related	force
1.0	0.8752	west to east shorter	0.1338	be from	flight
0.9353	0.8613	muscle strength	0.1338	affect	nerve
0.0004	0.8249	idle	0.1338	has_property	bug
1.0	0.8929	in lord of the flies	0.1338	feel	piggy
0.7798	0.8341	pancake	0.1338	be different from	flapjack
0.0028	0.8978	made	0.1338	can	jelly
1.0	0.868	a good liquid to use in thermometers	0.1338	has_property	mercury
0.0004	0.8554	rhyme	0.1338	can	nostril
1.0	0.8983	hundreds of seeds	0.1338	produce	some plants
0.0002	0.9474	cd	0.1338	has_property	monkey
0.0004	0.7997	cbc	0.1338	has_property	monkey
1.0	0.7857	perimenopause	0.1338	change during	period
0.01	0.8748	mites	0.1338	get	lizard
0.5566	0.85	species diversity	0.1338	increase	predator
0.5189	0.8957	bottom of periodic table	0.1338	be at	row
0.0743	0.9334	organization	0.1338	be to	training
0.0002	0.8596	occur	0.1338	can	beagle
0.3956	0.8903	less than dollar	0.1338	has_property	indian rupee
0.0055	0.8338	dine	0.1338	can	illness
1.0	0.8149	zombie disease	0.1338	get	deer
1.0	0.7989	biological community	0.1338	be essential part of	bee
1.0	0.7497	voters	0.1338	manipulate	politician
0.4142	0.8055	quiet	0.1338	keep	introvert
0.0059	0.9391	home	0.1338	has_property	pet
0.0003	0.8772	lyrics	0.1338	can	hyena
0.0035	0.8592	has	0.1338	can	newfoundland
0.0003	0.9402	bbc	0.1338	has_property	hedgehog
0.0019	0.8589	mud	0.1338	can	gum
0.0443	0.7832	heat	0.1338	relate to	evaporation
0.7053	0.7989	up	0.1338	stop	nose
1.0	0.8682	night australia	0.1338	fly at	helicopter
0.0004	0.9149	but	0.1338	has_property	tile
0.2654	0.8549	headaches	0.1338	be with	peppermint oil help
1.0	0.8547	important answer following	0.1338	has_property	nomenclature
0.0122	0.9033	human health	0.1338	affect	metal
0.0303	0.9371	running	0.1338	hurt	lung
0.0057	0.8634	value	0.1338	can	shotgun
0.0007	0.881	cycle	0.1338	can	batter
0.0169	0.9034	salty	0.1338	taste	booger
0.0043	0.9336	worse at night	0.1338	has_property	storm
0.2221	0.7908	agents	0.1338	find	athlete
0.0043	0.9256	player	0.1338	has_property	seagull
0.0003	0.872	aquatic	0.1338	has_property	bug
1.0	0.9211	aerobic respiration	0.1338	need	human
0.0003	0.9402	bbc	0.1338	has_property	hybrid
0.0002	0.9181	czech	0.1338	has_property	hybrid
0.0004	0.8857	smell	0.1338	can	beard
0.0442	0.8734	to the greenhouse effect	0.1338	contribute	human
1.0	0.6907	selection of state judges	0.1338	influence	politics
0.1489	0.7754	love	0.1338	view	culture
0.0004	0.8698	itch	0.1338	can	microorganism
0.0005	0.8517	belts	0.1338	can	microorganism
0.002	0.8771	urinate	0.1338	can	microorganism
0.0016	0.8027	swell	0.1338	can	microorganism
0.0005	0.884	ice	0.1338	can	microorganism
0.0019	0.8589	mud	0.1338	can	microorganism
1.0	0.8687	more attractive to women	0.1338	can be	man
0.0201	0.8618	cities	0.1338	live in	migrant
0.0063	0.93	on strike	0.1338	has_property	doctor
0.0307	0.7309	voluntary	0.1338	has_property	blinking
0.0039	0.9186	water	0.1338	can	tread
0.0091	0.9759	game	0.1338	be in	porcupine
0.0284	0.8726	ebay	0.1338	work on	pickup
0.0011	0.8765	egg	0.1338	can	albert
0.0028	0.8744	queen	0.1338	can	jellyfish
0.05	0.8072	eggs	0.1338	protect	spotted salamander
0.0004	0.8728	small	0.1338	has_property	bubble
0.0009	0.8897	successful	0.1338	has_property	liverpool
0.0036	0.881	did	0.1338	can	hs
0.0083	0.9257	place	0.1338	stay in	wig
0.3563	0.886	act 1	0.1338	be in	stage direction
0.2347	0.8718	peaks	0.1338	have	mountain
0.0154	0.8869	emergency	0.1338	has_property	fire
0.0	0.9469	good	0.1338	has_trait	mylar
0.0248	0.8976	down	0.1338	cool	chicken
0.0018	0.9382	known	0.1338	has_property	tarot card
1.0	0.8469	japan bigger than those grown in rest of world	0.1338	be grown in	apple
0.0607	0.8759	anxiety	0.1338	have	student
1.0	0.917	northern california	0.1338	end in	cascade mountains
0.0231	0.83	shirtless	0.1338	has_property	boxer
1.0	0.7416	in a psychological level	0.1338	can be combated	prejudice
0.0609	0.9777	law	0.1338	be against	straw
0.133	0.8876	big breast	0.1338	have	blond girls
0.0066	0.8868	blood pressure	0.1338	raise	sitting
1.0	0.9435	car tyre	0.1338	be in	air pressure
0.0007	0.8482	email	0.1338	can	disposal
0.0304	0.8113	dummies	0.1338	work for	tariff
0.1122	0.8307	reedit	0.1338	cry	actor
0.0002	0.9384	be	0.1338	can	builder
1.0	0.8431	as g	0.1338	be called	immunoglobulin
1.0	0.8642	frogs survive in the winter	0.1338	help	hibernation
0.5224	0.7712	tails	0.1338	flip	cat
0.0018	0.8472	gap	0.1338	can	lobster
0.0005	0.8077	ghost	0.1338	can	lobster
1.0	0.7667	car commercials	0.1338	roll backwards in	wheel
0.0055	0.8993	with	0.1338	has_property	tree trunk
0.1778	0.8588	read	0.1338	get	meter
0.0752	0.9012	speed	0.1338	be different from	meth
1.0	0.8269	articles of confederation	0.1338	be similar to	us constitution
0.0005	0.9409	high	0.1338	has_property	desert plant
0.0003	0.9146	not	0.1338	has_property	solvent
0.0442	0.8194	current	0.1338	produce	magnetic field
0.0005	0.8544	pig	0.1338	can	lifter
0.0004	0.8613	age	0.1338	can	lifter
0.0118	0.8579	hire	0.1338	can	lifter
0.0003	0.8959	hurt	0.1338	can	lifter
1.0	0.8142	rivers	0.1338	developed near	city
0.0206	0.8879	nba	0.1338	work in	protection
1.0	0.8604	can sign of strength	0.1338	CAN	compassion
0.1403	0.7882	released	0.1338	can	chemical energy
0.0004	0.8698	itch	0.1338	can	fever
0.0003	0.8959	hurt	0.1338	can	fever
1.0	0.9238	one line	0.1338	have	dollar sign
0.001	0.8783	com	0.1338	has_property	filler
1.0	0.8438	the bomb	0.1338	escape	batman
1.0	0.8099	to compare quantities	0.1338	can be used	ratio
0.0002	0.8596	occur	0.1338	can	mon
1.0	0.9037	london free	0.1338	be in	museum
0.0286	0.9041	important to american history	0.1338	has_property	puritan
0.0489	0.9051	fantasy football	0.1338	work in	tiebreaker
0.0041	0.8075	fix	0.1338	can	rattle
0.0084	0.9712	important in india	0.1338	has_property	reservation
1.0	0.8438	glue	0.1338	become	horse
0.6326	0.8229	night	0.1338	affect	cataract
1.0	0.8152	phenotype variation	0.1338	contribute to	allele
0.0005	0.8544	pig	0.1338	can	saw
1.0	0.7923	prices in 99cents	0.1338	end	shop
0.0002	0.9359	hard	0.1338	has_manner	chicken
0.0997	0.9761	moment	0.1338	be at	ladybird
