subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
saudi	has_property	bbc	0.0404	0.9544	0.0001
remembering	has_property	zoe	0.0404	0.8172	0.0104
aquatic	can	mean	0.0404	0.8744	0.0001
genocide	has_property	causes	0.0404	0.8645	0.0007
speculation	can	happen	0.0404	0.8823	0.0001
monopoly	can	work	0.0404	0.9421	0.0
madagascar	has_place	away	0.0404	0.938	0.0001
mindset	has_property	necessary	0.0404	0.9381	0.0001
egyptian people	communicate	with each other	0.0404	0.9627	0.001
kb	has_property	drama	0.0404	0.9507	0.0006
little finger	has_property	case	0.0404	0.9355	0.0003
brake	has_property	automatic	0.0404	0.9009	0.0007
exothermic reaction	be important to	us	0.0404	0.9812	0.0003
side of beef	has_property	recipes	0.0404	0.9185	0.0047
scone	has_property	different from muffins	0.0404	0.8447	0.6416
jaw	help	bond	0.0404	0.8666	1.0
drape	be good thing	have in large room	0.0404	0.8484	1.0
wheel lock	has_property	made	0.0404	0.9403	0.0
red light	be used for	developing photographs in dark rooms	0.0404	0.8306	1.0
life	be	like in jamestown virginia	0.0404	0.9378	1.0
thomas edison	be	eminent	0.0404	0.6999	0.6331
thomas edison	be	courageous	0.0404	0.8329	0.0076
thomas edison	be	remarkable	0.0404	0.8166	0.0866
tortoiseshell	has_property	named	0.0404	0.9364	0.0002
certificate	has_property	eu	0.0404	0.9633	0.0014
letters patent	has_property	made	0.0404	0.9403	0.0
polarity	be related	to inter molecular forces	0.0404	0.9168	0.1601
number	be different in	languages	0.0404	0.9423	1.0
nail	be weak after	acrylics	0.0404	0.6954	0.3619
mediterranean sea	has_time	yet	0.0404	0.9117	0.0002
pig	be	similar in anatomical structure to humans	0.0404	0.8201	1.0
logistics	have	important zones	0.0404	0.856	0.2172
animal	live on	forest floor	0.0404	0.9872	0.0415
line	be calculated	236	0.0404	0.9439	1.0
unfairness	can	exist	0.0404	0.8994	0.0001
child	be in	developing countries underweight	0.0404	0.8329	1.0
prostatitis	cause	frequent urination	0.0404	0.9182	0.0182
high elves	have	a unit named spacemen	0.0404	0.5882	1.0
spore	has_property	known for	0.0404	0.9268	0.0009
sedimentation	differ from	recantation	0.0404	0.7566	0.4734
swaziland	has_property	economy	0.0404	0.9497	0.0009
sherman	be hated	in the south	0.0404	0.9089	0.2692
plea bargaining	has_property	significant	0.0404	0.8917	0.0006
employee	qualify for	exempt status	0.0404	0.811	1.0
ebay	make	offer work	0.0404	0.8898	1.0
pulse	has_property	causes	0.0404	0.8645	0.0007
relationship	be between	electricity	0.0404	0.873	1.0
calamari	has_property	in ring shape	0.0404	0.8717	0.4873
birth control pill	has_property	lap	0.0404	0.9546	0.0009
birth control pill	has_property	rap	0.0404	0.9486	0.0009
ground water	be cool in	summer	0.0404	0.9455	0.0426
snack	has_property	aquatic	0.0404	0.946	0.0001
snack	has_property	welles	0.0404	1.0	0.0016
snack	has_property	wwi	0.0404	1.0	0.0002
snack	has_property	iud	0.0404	1.0	0.0001
snack	has_property	ignored	0.0404	0.9374	0.0001
snack	has_property	iasd	0.0404	1.0	0.0003
snack	has_property	assisted	0.0404	0.9332	0.0006
snack	has_property	ao3	0.0404	1.0	0.0002
snack	has_property	accurate	0.0404	0.9151	0.0002
snack	has_effect	itchy	0.0404	0.9086	0.0001
neo	be	unworkable	0.0404	0.7499	0.1408
electron	can	mean	0.0404	0.8744	0.0001
cub	keep	losing	0.0404	0.8448	0.006
wad	has_property	wii	0.0404	0.8992	0.018
guadalupe mountains national park	has_property	city	0.0404	0.9388	0.0002
exosphere	can	occur	0.0404	0.8906	0.0001
gland	be in	neck swollen	0.0404	0.8431	0.2933
money	has_property	kicks	0.0404	0.8532	0.0323
water bug	has_time	yet	0.0404	0.9117	0.0002
voting	has_property	system	0.0404	0.9367	0.0006
antifungal agent	has_property	poorly tolerated	0.0404	0.8667	0.4753
twitching	occur during	sleep	0.0404	0.9062	0.2457
infection	has_property	either	0.0404	0.8985	0.001
car wash	put bag on	rear wiper	0.0404	0.7529	1.0
ice cube	stay	frozen longer	0.0404	0.905	1.0
hip	has_property	augmentation	0.0404	0.7373	0.0559
hip	has_property	sjukgymnastik	0.0404	1.0	0.512
black panther	has_property	ten	0.0404	0.9069	0.0012
master	has_property	due	0.0404	0.8602	0.0007
frostbite	has_color	yellow	0.0404	0.9462	0.0
succor	can	mean	0.0404	0.8744	0.0001
teething	has_property	dying	0.0404	0.9395	0.0002
teething	has_movement	closing	0.0404	0.8752	0.0006
teething	has_movement	ahead	0.0404	0.9362	0.0001
muslim	pray during	specific time of day	0.0404	0.8104	1.0
authorization	has_property	prior needed	0.0404	0.8568	1.0
hydrolysis	differ from	neutralization	0.0404	0.8005	1.0
marriage	be found	in every culture	0.0404	0.839	1.0
cellulite	appear on	legs	0.0404	0.8593	0.0235
lotus	have	broad leaves	0.0404	0.8077	0.0632
croatia	has_property	get	0.0404	0.8935	0.0001
man	become in	relationships	0.0404	0.8599	1.0
missouri compromise	reflect	strong sense of nationalism	0.0404	0.7399	1.0
child	want	to be orphans	0.0404	0.8813	1.0
citrus	has_property	aquaponics	0.0404	0.7859	0.0048
golden gate bridge	withstand	earthquakes	0.0404	0.9139	0.0282
position	be on	track staggered	0.0404	0.8139	1.0
albumin	be contraindicated in	uhf	0.0404	0.9456	0.0738
hooter	can	exist	0.0404	0.8994	0.0001
junior	react to	nicola	0.0404	0.9237	1.0
cruiser	has_property	zero rated	0.0404	0.8533	0.0007
microorganism	has_property	born	0.0404	0.9532	0.0003
clarence	read	tom sawyer	0.0404	0.7439	1.0
nostril	keep	leaking	0.0404	0.8027	0.1059
roof	has_property	framed	0.0404	0.6937	0.0476
car	be in	shape of rectangles	0.0404	0.8653	1.0
jodhpur	be known as	blue city	0.0404	0.9215	1.0
golden retriever	has_property	lac	0.0404	0.7972	0.0014
golden retriever	has_property	eight	0.0404	0.9741	0.0004
virtue	can	mean	0.0404	0.8744	0.0001
cow	has_property	girl	0.0404	0.9499	0.0015
barnacle	has_time	yet	0.0403	0.9117	0.0002
arthritis	can	exist	0.0403	0.8994	0.0001
eyelash	has_color	yellow	0.0403	0.9462	0.0
april fool	has_property	show	0.0403	0.9378	0.0012
forfeiture	can	mean	0.0403	0.8744	0.0001
governed	can	mean	0.0403	0.8744	0.0001
share	repurchase	increase stock price	0.0403	0.9034	1.0
thermal energy	be involved in	changes of state	0.0403	0.8758	1.0
flow	has_property	more efficient	0.0403	0.9627	0.0022
mechanical energy	be used	in the mill after being created the falling water	0.0403	0.839	1.0
william penn	be in	england	0.0403	0.9599	0.0007
quarry	can	mean	0.0403	0.8744	0.0001
tile roof	has_movement	zipped	0.0403	0.8197	0.0005
caprice	can	mean	0.0403	0.8744	0.0001
diffusion	facilitated	diffusion active transport	0.0403	0.7999	1.0
calcium chloride	decreased	potassium	0.0403	0.8648	1.0
fiji dollar	has_property	equivalent	0.0403	0.9293	0.0002
fiji dollar	has_trait	good	0.0403	0.9469	0.0
fiji dollar	has_property	bad	0.0403	0.9451	0.0
star	used	to predict weather	0.0403	0.9329	1.0
tree	be important for	environment	0.0403	0.9839	0.0329
motrin	affect	blood pressure	0.0403	0.956	0.0005
mike	has_property	adoption	0.0403	0.8376	0.0147
mac	has_property	unix	0.0403	0.8983	0.0246
elizabeth	be described	as a faithful woman	0.0403	0.8633	1.0
premonition	can	mean	0.0403	0.8744	0.0001
wall	be rated	pg-13	0.0403	0.9312	0.0071
reporter	be in	out hurricane	0.0403	0.9388	1.0
odin	has_property	in norway	0.0403	0.9266	0.0034
capitalization	can	matter	0.0403	0.8597	0.0005
insulin	be needed	to move glucose into cells	0.0403	0.8155	1.0
developing country	be more vulnerable to	natural disasters	0.0403	0.8917	0.3651
water	has_property	formed	0.0403	0.9373	0.0001
labor	has_property	overland	0.0403	0.8776	0.1341
tarantula	spin webs	eating	0.0403	0.8759	1.0
chipper	can	mean	0.0403	0.8744	0.0001
freezer	burn on	chicken look like	0.0403	0.8477	1.0
nefertiti	has_property	in berlin	0.0403	0.9501	0.0057
heart failure	has_property	worse at night	0.0403	0.9489	0.0013
foot	be important with	diabetes	0.0403	0.9067	0.3625
legislation	be passed in	india	0.0403	0.8817	0.1239
flying	be for	dvd	0.0403	0.9557	0.0831
breakwater	has_property	created	0.0403	0.9362	0.0001
fear	has_property	go	0.0403	0.9403	0.0001
socrates	escape	execution	0.0403	0.7421	1.0
worm	go	on the sidewalk when it rains	0.0403	0.8991	1.0
eutrophication	decrease	oxygen	0.0403	0.861	1.0
girl	love guys with	circumcises dick	0.0403	0.8444	1.0
american flag	has_property	backwards on jerseys	0.0403	0.8881	0.271
straw	be illegal in	santa barbara	0.0403	0.8261	0.325
benzene	differ from	aliphatic hydrocarbon	0.0403	0.783	0.5319
native american	be treated	between 1820 and 1840	0.0403	0.8811	1.0
scientist	study	human genome	0.0403	0.8313	1.0
bradycardia	has_property	normal	0.0403	0.902	0.0004
barley	has_movement	dance	0.0403	0.9476	0.0025
pancreatic cancer	has_property	ads	0.0403	0.957	0.0002
ditch	can	mean	0.0403	0.8744	0.0001
moss	need water	reproduce	0.0403	0.8869	0.0314
sa	has_property	drama	0.0403	0.9507	0.0006
degenerative joint disease	has_property	class	0.0403	0.9405	0.0015
chanel	has_property	no 5 made	0.0403	0.8642	1.0
laguna	can	mean	0.0403	0.8744	0.0001
gallium	undergo	disproportionation reaction	0.0403	0.9202	1.0
horse	has_property	photo	0.0403	0.9524	0.0021
lurcher	has_property	expensive	0.0403	0.9457	0.0
drift	affect	small populations	0.0403	0.8842	1.0
mucin	has_manner	better	0.0403	0.9379	0.0001
fish filet	has_movement	quick	0.0403	0.858	0.0003
polling booth	has_property	yorkshire	0.0403	0.8325	0.0077
scotch egg	has_property	served	0.0403	0.9224	0.0027
pork	be bad for	gallbladder	0.0403	0.8523	0.1899
marut	has_property	la	0.0403	0.9407	0.0002
mumps	has_property	zombies	0.0403	0.9088	0.0016
rye	has_property	closed	0.0403	0.9493	0.0002
restriction enzyme	has_property	helpful to biologists	0.0403	0.8823	0.6389
scourge	has_property	pronounce	0.0403	0.8872	0.0002
uric acid	be formed	in the body	0.0403	0.9842	0.0027
cytokine	has_property	tested	0.0403	0.9289	0.0009
accounts receivable	has_property	net	0.0403	0.8675	0.0008
sunflower-seed oil	has_property	met	0.0403	0.9333	0.0002
candidiasis	has_trait	irritable	0.0403	0.7323	0.0024
candidiasis	has_property	ut	0.0403	0.8476	0.0046
mortality rate	has_property	legal	0.0403	0.9417	0.0001
mortality rate	has_time	yet	0.0403	0.9117	0.0002
whiskey	has_property	aqua	0.0403	0.9388	0.0005
learner	internalize	motivation	0.0403	0.7519	1.0
meerkat	rotate to	place	0.0403	0.8039	1.0
proboscis monkey	has_trait	weak	0.0403	0.9004	0.0004
kite	be in	world war 1	0.0403	0.9749	0.0444
volleyball player	celebrate	point	0.0403	0.8112	1.0
schtick	can	mean	0.0403	0.8744	0.0001
gumbo	be supposed	to look	0.0403	0.896	0.0086
formula	has_property	good for 24 hours	0.0403	0.9305	0.5837
polyglot	differ from	linguist	0.0403	0.7831	1.0
liver	be called	metabolic factory	0.0403	0.7683	1.0
donut	be	similar	0.0403	0.9394	0.0001
grand canyon national park	has_time	old	0.0403	0.9345	0.0001
grand canyon national park	has_property	cut	0.0403	0.9258	0.0001
rush	go	work	0.0403	0.907	0.0042
soldier	has_property	currently over in afghanistan	0.0403	0.8598	1.0
stroke	be gained	putting calculated	0.0403	0.7529	1.0
kevin	come	max	0.0403	0.9016	1.0
tundra	has_property	illegal	0.0403	0.9502	0.0
baseball team	celebrate after	round	0.0403	0.8111	1.0
preemie	get	cold	0.0403	0.9523	0.0007
translation	occur in	ribosome	0.0403	0.8462	1.0
sanitariness	has_property	formed	0.0403	0.9373	0.0001
tree squirrel	has_property	quit	0.0403	0.8602	0.0005
tree squirrel	has_property	zoned	0.0403	0.7871	0.0003
tree squirrel	has_property	built	0.0403	0.9399	0.0004
chylomicron	has_property	formed	0.0403	0.9373	0.0001
brick	has_property	staggered	0.0403	0.7612	0.0828
sea	has_property	ice melting	0.0403	0.897	0.1706
hypotension	has_property	a late sign of shock	0.0403	0.8096	1.0
tv set	has_property	quota	0.0403	0.8999	0.0001
blank	has_property	ignore	0.0403	0.8474	0.0021
caravan	be called	mobile houses	0.0403	0.9207	1.0
factory	be powered	today	0.0403	0.9211	0.5275
chronic wasting disease	has_body_part	leg	0.0403	0.9381	0.0003
chronic wasting disease	has_property	dam	0.0403	0.954	0.0008
crude oil	has_property	processed	0.0403	0.9199	0.0013
student	be required	to take english	0.0403	0.814	1.0
larceny	differ from	theft	0.0403	0.8297	0.1238
ford	want	fbi investigation	0.0403	0.8013	1.0
bullock	has_property	in family guy	0.0403	0.946	0.0208
purple nightshade	has_property	made	0.0403	0.9403	0.0
axolotl	has_property	elephant	0.0403	0.8988	0.0074
axolotl	has_property	alive	0.0403	0.9547	0.0001
axolotl	has_trait	aggressive	0.0403	0.9077	0.0002
axolotl	has_property	autistic	0.0403	0.8422	0.0004
axolotl	has_property	asexual	0.0403	0.9054	0.0061
axolotl	has_property	addictive	0.0403	0.9266	0.0002
axolotl	has_property	tzatziki	0.0403	0.8491	0.0004
axolotl	has_property	text	0.0403	0.9462	0.0001
axolotl	has_property	t-shirt	0.0403	1.0	0.0005
axolotl	has_property	molnar	0.0403	1.0	0.0003
axolotl	has_property	mtg	0.0403	0.8795	0.0002
axolotl	has_property	mph	0.0403	0.9628	0.0002
axolotl	has_property	tlumaczenia	0.0403	1.0	0.0011
axolotl	has_property	tquk	0.0403	1.0	0.0002
axolotl	has_property	true	0.0403	0.9376	0.0002
axolotl	has_property	t-shirt	0.0403	1.0	0.0005
axolotl	has_property	text	0.0403	0.9462	0.0001
axolotl	has_property	tzatziki	0.0403	0.8491	0.0004
safe	eat	raw	0.0403	0.918	0.035
friar	has_property	yiddish	0.0403	1.0	0.061
earnings	has_property	asset	0.0403	0.9446	0.0026
playlist	has_property	on specify	0.0403	0.9649	0.0002
cell	be screened	to determine if the recombining dna was taken up	0.0403	0.7762	1.0
radioactive decay	has_property	types	0.0403	0.9341	0.0002
toddler	has_body_part	teeth	0.0403	0.9032	0.0004
amusement	can	mean	0.0403	0.8744	0.0001
decision making	has_property	to planning	0.0403	0.8276	0.1836
bun	be high in	gi	0.0403	0.8952	1.0
chimpanzee	be at	risk	0.0403	0.926	0.0011
monday	go by	fast	0.0403	0.9087	0.0068
thread	be needed in	java	0.0403	0.9033	0.4191
narrator	get caught in	black cat	0.0403	0.7935	1.0
cell	use	oxygen to release energy from food	0.0403	0.8708	1.0
opal	has_property	xenoblade	0.0403	1.0	0.0009
test car	has_property	questions	0.0403	0.8986	0.0007
umbilical hernia	affect	pregnancy	0.0403	0.9308	0.0009
profit sharing	has_property	distributed	0.0403	0.9018	0.0023
wear	has_property	use	0.0403	0.9446	0.0001
calm	has_property	free	0.0403	0.9514	0.0001
hypoglycaemia	has_property	who	0.0403	0.8906	0.0012
sunni muslim	be	different	0.0403	0.9463	0.0
tableau	perform with	huge data sets	0.0403	0.6946	1.0
footprint	has_movement	ahead	0.0403	0.9362	0.0001
cinque	has_property	ignite	0.0403	0.8278	0.0005
rust	has_property	reddish brown	0.0403	0.9331	0.4563
judaism	has_property	twinkle	0.0403	0.8542	0.0028
judaism	has_movement	tumble	0.0403	0.8455	0.0024
judaism	has_property	swearing	0.0403	0.8066	0.0021
judaism	has_property	illness	0.0403	0.8983	0.0009
judaism	has_property	twinkle	0.0403	0.8542	0.0028
haemoglobin	has_property	important for oxygen transport	0.0403	0.857	0.6241
cameo	can	mean	0.0403	0.8744	0.0001
ceiling	has_property	constructed	0.0403	0.8658	0.0021
cryonics	has_property	problem	0.0403	0.9425	0.0003
madagascan	has_property	recipes	0.0403	0.9185	0.0047
cd4	has_property	necessary	0.0403	0.9381	0.0001
hydrocortisone	has_property	given	0.0403	0.9215	0.0005
hud	acquired	homes	0.0403	0.7119	1.0
alum	be used in	water treatment	0.0403	0.9192	0.0127
mucus	has_property	twitching	0.0403	0.8117	0.0004
mucus	has_property	dying	0.0403	0.9395	0.0002
bobby	has_trait	invisible	0.0403	0.8628	0.0028
barrier reef	has_property	polluted	0.0403	0.9122	0.002
list	have	names for emperors	0.0403	0.795	1.0
pediatrics	be paid	less	0.0403	0.9558	0.0092
lobster	has_property	ok	0.0403	0.9197	0.0002
matrix	have	unique solution	0.0403	0.8718	1.0
fire tongs	has_property	made	0.0403	0.9403	0.0
black	be	ops	0.0403	0.8869	0.0121
cable	die in	show bull	0.0403	0.8098	1.0
jesus	be	human	0.0403	0.9405	0.0015
transaminase	has_property	aminotransferase	0.0403	0.8555	1.0
evolution	be best described	as an editing process	0.0403	0.8088	1.0
egyptian	be	able to afford pyramids	0.0403	0.7824	1.0
mascot	has_property	do	0.0403	0.9348	0.0001
patriarchy	persist	pd	0.0403	0.7956	1.0
christian	give something up on	lent	0.0403	0.8016	1.0
sushi	has_property	go	0.0403	0.9403	0.0001
thriller	has_property	difference	0.0403	0.8734	0.0012
equating	has_property	worksheet	0.0403	0.9576	0.0058
sensitive	be than	absorption	0.0403	0.9055	1.0
human body	produce	carbon dioxide	0.0403	0.9477	0.0043
frightening	has_property	bad	0.0403	0.9451	0.0
creditworthiness	can	mean	0.0403	0.8744	0.0001
music	has_property	in major keys	0.0403	0.9079	1.0
harriet beecher stowe	be	famous	0.0403	0.9384	0.0001
cholesterol	has_property	education	0.0403	0.9404	0.0019
hindu	wear to	funerals	0.0403	0.8602	0.1277
snap	has_property	calculated	0.0403	0.9439	0.0002
disorder	has_property	issue	0.0403	0.8839	0.0005
hydrolysis	differ from	phosphorolysis	0.0403	0.9554	1.0
knee	has_property	arthroplasty	0.0403	0.6819	1.0
thing	be red	blue	0.0403	0.92	0.1226
azotaemia	can	happen	0.0403	0.8823	0.0001
hf	has_property	soluble in water	0.0403	0.9563	0.0003
dill weed	has_time	now	0.0403	0.9371	0.0001
grinder	has_movement	ahead	0.0403	0.9362	0.0001
chronic wasting disease	has_property	aka	0.0403	0.9174	0.0003
intestine	has_property	mixing	0.0403	0.79	0.0023
dc	has_property	territory	0.0403	0.8749	0.0097
audi	has_property	more expensive than vs	0.0403	0.8754	0.6847
curtis	has_movement	slow	0.0403	0.919	0.0001
staphylococcus	has_property	available	0.0403	0.9281	0.0001
jordan	know	smiths	0.0403	0.7714	1.0
entail	can	mean	0.0403	0.8744	0.0001
speaker	be louder than	right	0.0403	0.9139	1.0
cell wall	contribute	to the success of prokaryotes	0.0403	0.7985	1.0
rockefeller	has_property	am	0.0403	0.9445	0.0003
jenner	has_property	related to kardashians	0.0403	0.961	0.2739
trade	increase	world output	0.0403	0.7934	1.0
multiple	has_property	helpful in solving problems	0.0403	0.8819	0.4841
black panther	has_property	rhino	0.0403	0.9127	0.0011
acetic acid	be in	pickles	0.0403	0.9492	0.0662
ebola	get through	skin	0.0403	0.9054	1.0
joshua	compare	to the heavyweight greats	0.0403	0.6685	1.0
call fire	has_time	now	0.0403	0.9371	0.0001
jug	has_property	on ascension	0.0403	0.933	0.7007
tiebreaker	be determined	in the narcs	0.0403	0.8546	1.0
snapshot	can	beep	0.0403	0.8532	0.0124
provider	has_property	responsible for patient decision making	0.0403	0.7934	0.6382
rain	has_temperature	cold	0.0403	0.948	0.0002
buyer	get	banned	0.0403	0.872	0.0177
soft-coated wheaten terrier	has_property	odd am	0.0403	0.8696	0.5192
nottingham	can	smell	0.0403	0.9108	0.0001
phi	has_property	a subset of every set	0.0403	0.8985	0.0323
cytotoxic drug	has_property	administered	0.0403	0.8922	0.0017
lily	has_property	from young	0.0403	0.8899	0.5295
pronoun	has_property	ice	0.0403	0.952	0.0002
soy	be in	canned tuna	0.0403	0.892	0.4164
good	has_property	priced	0.0403	0.9323	0.0109
heart rate	translated to	calories burned	0.0403	0.7986	1.0
offside	has_property	position	0.0403	0.942	0.0148
female	experience puberty before	males of chronological age	0.0403	0.7751	1.0
temperature	affect	the frequency of sound waves	0.0403	0.9089	1.0
football	be important to	american culture	0.0403	0.9016	0.0753
george washington	be important in	battle of trenton	0.0403	0.9232	1.0
obscurity	can	mean	0.0403	0.8744	0.0001
kingdom	be called	hellenistic	0.0403	0.9517	1.0
noble gas	has_property	law	0.0403	0.9425	0.0003
legal age	has_property	18	0.0403	1.0	0.0034
tragedy	give	pleasure	0.0403	0.8431	0.2515
sniper	keep	feet flat	0.0403	0.8712	1.0
shake	be on	park street closed	0.0403	0.8329	0.368
belling	has_trait	quiet	0.0403	0.8862	0.0001
peter rabbit	have	dad	0.0403	0.8728	0.0055
food	has_property	expo	0.0403	0.7889	0.0078
raisin	remove	splinter	0.0403	0.7715	1.0
labor	be factor of	production	0.0403	0.8916	0.1688
pood	has_property	skate park	0.0403	0.8919	0.0348
huck	be	superior to tom	0.0403	0.8214	0.2316
ripple	be in	pond similar	0.0403	0.8982	1.0
body weight	be lower in	morning	0.0403	0.9838	0.0438
backup	exec fail	all the time	0.0403	0.6909	1.0
reduced instruction set computer	has_place	back	0.0403	0.9424	0.0013
mammoth cave national park	has_property	work	0.0403	0.934	0.0001
sodium-vapor lamp	has_property	box one	0.0403	0.9435	0.0043
slavery	has_movement	closing	0.0403	0.8752	0.0006
ringworm	start	out	0.0403	0.8603	0.0104
organism	be grouped into	different kingdoms	0.0403	0.8844	1.0
cabinet minister	has_property	xi	0.0403	0.9625	0.002
taking	has_property	long 2018	0.0403	0.8836	1.0
oxytocin	has_property	action	0.0403	0.8925	0.0058
economics	be interested in	measures of elasticity	0.0403	0.7441	0.188
calling card	has_property	zombies	0.0403	0.9088	0.0016
melanoma	differ from	other skin cancers	0.0403	0.8292	1.0
atmospheric pressure	affect	boiling point of matter	0.0403	0.9473	1.0
social class	be related to	social stratification	0.0403	0.8491	0.3572
announcement	be made at	olympics	0.0403	0.9107	1.0
demand	be affected by	competition of substitutes	0.0403	0.7507	1.0
pound sterling	be called	cable	0.0403	0.8954	0.3664
voyage	can read	magazines	0.0403	0.8085	1.0
black panther	has_property	cycles	0.0403	0.8762	0.0053
black panther	has_property	swim	0.0403	0.9143	0.0021
queen elizabeth	has_property	ii	0.0403	0.9133	0.001
homeobox gene	has_property	put	0.0403	0.8959	0.0002
henry	react to	suggestion	0.0403	0.7627	1.0
creed	has_property	are	0.0403	0.9095	0.0002
interest rate	be low during	recession	0.0403	0.8549	1.0
pronoun	has_property	accurate	0.0403	0.9151	0.0002
holocaust	affect in	modern day	0.0403	0.8175	1.0
camshaft	add	horsepower	0.0403	0.8211	0.1029
carbon dioxide	be transported	back to the lungs	0.0403	0.8554	1.0
cavity	get	filled	0.0403	0.895	0.0111
a-line	has_property	gmbh	0.0403	0.7348	0.0005
a-line	has_property	tunic	0.0403	0.8223	0.0801
a-line	has_property	size	0.0403	0.919	0.0002
a-line	has_property	rims	0.0403	0.8374	0.1209
a-line	has_property	radio	0.0403	0.9239	0.0078
a-line	has_property	illegal	0.0403	0.9502	0.0
a-line	has_property	rims	0.0403	0.8374	0.1209
a-line	has_property	size	0.0403	0.919	0.0002
a-line	has_property	tunic	0.0403	0.8223	0.0801
mental health	has_property	agency	0.0403	0.892	0.0018
neutron star	be related to	pulsars	0.0403	0.8209	1.0
dent	be in	golf ball	0.0403	0.9634	1.0
vienna	be best city	live	0.0403	0.9542	1.0
photosynthesis	provide	oxygen	0.0403	0.9061	0.0182
icelandic	has_property	aquavit	0.0403	0.725	0.0125
bachelor	be on	on 9 tonight	0.0403	0.9181	1.0
guru	has_property	channel yoga	0.0403	0.8488	1.0
treadmill	can	vibrate	0.0403	0.8861	0.0006
owl	be used	to deliver messages	0.0403	0.8685	1.0
instant coffee	has_property	bitter	0.0403	0.8914	0.0006
muscle	be important to	health	0.0403	0.9649	0.0121
merger	has_property	uk	0.0403	0.9583	0.0
hope	be portrayed	in the shawshank redemption	0.0403	0.8486	1.0
thrombolytic	has_property	administered	0.0403	0.8922	0.0017
icelandic	can	sound	0.0403	0.8944	0.0004
tokio	has_property	island	0.0403	0.9192	0.0006
bernard	act during	service	0.0403	0.699	1.0
nurse practitioner	has_property	needed	0.0403	0.9335	0.0003
justice	be shown	in the hound of the baskervilles	0.0403	0.8136	1.0
double	has_property	it	0.0403	0.9292	0.0003
disorder	has_property	air	0.0403	0.9405	0.0002
episcopalian	pray for	dead	0.0403	0.9139	0.042
displacement	have	direction	0.0403	0.8582	0.0194
gaap	allow	lifo	0.0403	0.8522	1.0
curl	has_place	away	0.0403	0.938	0.0001
crusade	took	place	0.0403	0.847	0.1954
brand name	appear on	front	0.0403	0.8763	1.0
automation	has_property	needed	0.0403	0.9335	0.0003
kid	scream	all the damned time	0.0403	0.8359	1.0
replication	be	different	0.0403	0.9463	0.0
scent	has_property	free important	0.0403	0.8794	0.104
pronoun	has_property	law	0.0403	0.9425	0.0003
storage tank	be made at	height	0.0403	0.8435	1.0
disneyland	get back	cats	0.0403	0.9096	1.0
butterfly	go	mexico	0.0403	0.9024	0.0989
safety	has_property	dow	0.0403	0.9449	0.0008
refined sugar	has_property	specification	0.0403	0.8879	0.0216
real estate agent	has_property	reno	0.0403	0.85	0.0048
tundra	has_property	ignored	0.0403	0.9374	0.0001
tundra	has_property	force	0.0403	0.9408	0.0016
tundra	has_property	approved	0.0403	0.8817	0.0011
tundra	has_property	ao3	0.0403	1.0	0.0002
tundra	has_property	aftermarket	0.0403	0.7748	0.0266
tundra	has_property	accessories	0.0403	0.7302	0.0098
tundra	has_property	wwi	0.0403	1.0	0.0002
tundra	has_property	ireland	0.0403	0.9613	0.0002
tundra	has_property	iqos	0.0403	1.0	0.0007
tundra	has_property	ikea	0.0403	0.8341	0.0002
private parts	has_property	darker	0.0403	0.8792	0.0032
executive	has_property	chef	0.0403	0.9067	0.0333
hamster	has_property	images	0.0403	0.899	0.0011
bird	has_property	in dragon pics	0.0403	0.7817	0.5053
cooked food	give	wind	0.0403	0.7995	0.0067
well	has_body_part	arms	0.0403	0.9106	0.0012
poet	has_property	star	0.0403	0.9394	0.0014
opportunity cost	be used in	tom analysis	0.0403	0.8379	1.0
killer whale	be	similar	0.0403	0.9394	0.0001
discord	has_property	yo	0.0403	0.9415	0.0007
streak	has_property	a helpful property to use	0.0403	0.8046	1.0
saxophone	has_property	pronounce	0.0403	0.8872	0.0002
joan of arc	be found	guilty	0.0403	0.8971	0.2906
resveratrol	has_property	qualitative	0.0403	0.8463	0.0102
interest rate	be determined	uk	0.0403	0.9016	0.1067
eating	affect	heart rate	0.0403	0.9357	0.0015
osiris	hold	flail	0.0403	0.752	1.0
guinea	has_property	pig sum	0.0403	0.8379	1.0
republic of the marshall islands	has_property	bad	0.0403	0.9451	0.0
wind	has_movement	running	0.0403	0.9358	0.0002
cirque	has_property	solar	0.0403	0.9244	0.0212
resistance	has_property	inversely proportional to current	0.0403	0.8996	0.0632
object	make color on	paper from sunlight	0.0403	0.7761	1.0
titania	has_property	pronounce	0.0403	0.8872	0.0002
british people	call	flashlight	0.0403	0.8759	1.0
syrian hamster	has_property	dr	0.0403	0.9308	0.0002
insect	has_property	pronounce	0.0403	0.8872	0.0002
buddhism	reject	caste system	0.0403	0.8581	1.0
polish	use	latin alphabet	0.0403	0.8752	0.0304
value-added tax	has_time	ever	0.0403	0.8978	0.0009
overconfidence	get in	way of decision making	0.0403	0.9308	1.0
cricket	be important part of	food chain	0.0403	0.9651	1.0
ice	has_property	at 273 kelvin more effective in cooling than water at the same temperature	0.0403	0.8188	1.0
coop	be in	division 2 work	0.0403	0.9326	0.4441
isotherm	run in	east-west direction	0.0403	0.8545	1.0
gospel	be about	good news	0.0403	0.8723	1.0
colonist	want	independence	0.0403	0.894	0.0049
fan	be slower than	other	0.0403	0.958	0.3253
medicare	look back	work	0.0403	0.9102	0.254
