local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.0093	0.8684	drive	0.1555	has_movement	wheel
0.0175	0.9359	plants grow	0.1555	help	seed
0.0031	0.9026	bigger	0.1555	has_property	female sharks
0.0025	0.8598	gas	0.1555	give	wheat
0.0405	0.8729	treat	0.1555	can	mother
0.0004	0.8248	end	0.1555	can	space
0.0057	0.9226	girl	0.1555	has_property	wiggle
0.0035	0.8206	mix	0.1555	can	shadow
0.002	0.9378	different colors	0.1555	has_property	sweet potato
0.7883	0.9367	ww1	0.1555	be famous in	ypres
1.0	0.7812	to a tomato plant	0.1555	adapt	photosynthesis
0.0046	0.8831	required	0.1555	has_property	method
1.0	0.7465	about	0.1555	feel pro se	judge
0.0006	0.8944	live	0.1555	can	coin
0.0348	0.8601	low	0.1555	go	white blood cell
0.07	0.907	taurus	0.1555	be attracted to	sagittarius
1.0	0.7595	bones	0.1555	weaken	steroid
0.0025	0.9041	bigger	0.1555	get	bite
0.0697	0.8139	latin names	0.1555	have	dinosaur
0.0071	0.9128	with each other	0.1555	interact	sea animal
1.0	0.8224	laughing technique	0.1555	use	hater
0.0005	0.8704	vote	0.1555	can	shoplifter
1.0	0.7949	relationship	0.1555	can lead to	friendship
0.0038	0.8762	key	0.1555	has_property	tl
0.0025	0.866	let	0.1555	can	sunflower
0.0016	0.8675	sound	0.1555	can	fox
0.0006	0.8539	set	0.1555	can	spider
1.0	0.8528	related to the trolls	0.1555	has_property	dirk
0.0075	0.9599	england	0.1555	has_property	harrow
0.0009	0.9497	bc	0.1555	has_property	surrey
1.0	0.8298	tendons	0.1555	have	valve
0.1201	0.906	people	0.1555	be bad for	technology
1.0	0.8049	cheetahs	0.1555	be predator of	human
0.0004	0.874	move	0.1555	can	protoplasm
0.0456	0.8422	with each other	0.1555	react	proton
1.0	0.7959	places	0.1555	get	crane
0.4776	0.7704	oil	0.1555	mix with	gas
0.0154	0.8656	with oxygen	0.1555	react	platinum
1.0	0.7994	in an ac circuit	0.1555	move	electron
0.2375	0.9244	dark glasses	0.1555	wear	teacher
0.0711	0.854	open system	0.1555	has_property	organization
1.0	0.9267	way	0.1555	go back	car seat
1.0	0.774	fake nails	0.1555	remove	salon
1.0	0.8503	images of atoms	0.1555	form	electron microscope
0.0002	0.8827	jump	0.1555	can	moule
0.084	0.8603	eukaryotes	0.1555	occur in	cell division
0.0483	0.8183	people	0.1555	give	makeup
1.0	0.8023	richard called william	0.1555	be named	person
1.0	0.8793	biodiversity on earth	0.1555	be important to	coral reef
1.0	0.8571	betelgeuse	0.1555	even is much smaller than	rigel
1.0	0.8327	work	0.1555	outsource	company
0.0088	0.8458	dark	0.1555	get	dragon
0.0404	0.8868	dome	0.1555	have	new orleans
0.0006	0.8973	real	0.1555	has_property	blogger
1.0	0.7855	bra	0.1555	love in	scot
0.0506	0.8511	healing	0.1555	can	blister
0.0877	0.876	lot	0.1555	eat	caterpillar
0.6696	0.8231	orbs	0.1555	have	dragon
1.0	0.8767	iron man	0.1555	be happy in	happy
0.0006	0.8214	squeeze	0.1555	can	gorilla
0.5741	0.8185	conducting	0.1555	has_property	behavior
0.0003	0.9199	vs	0.1555	has_property	programming
0.0773	0.8469	alcohol	0.1555	use	college student
1.0	0.7413	whistle blowers	0.1555	can protect	company
1.0	0.7942	sad at the dance	0.1555	get	clay
0.1271	0.8882	chemistry	0.1555	be father of	robert boyle
0.0008	0.918	dog	0.1555	can	pneumonia
0.0145	0.8797	blood sugar	0.1555	raise	chocolate
0.0004	0.9267	paid	0.1555	get	primary care physician
0.0006	0.9234	themselves	0.1555	protect	roseate spoonbill
1.0	0.6927	briefly	0.1555	formed	fossil fuel
0.0019	0.9109	cheaper	0.1555	has_property	generic
0.0094	0.7979	volunteer	0.1555	can	internist
0.0001	0.9583	uk	0.1555	has_property	chinchillidae
0.0309	0.953	plane	0.1555	be in	curtain
0.0071	0.9561	recycled	0.1555	can	thing
1.0	0.8327	expenses	0.1555	become	asset
0.2132	0.9355	case	0.1555	be in	common
0.04	0.7867	themselves	0.1555	promote	radio station
0.0006	0.9409	high	0.1555	has_property	tremor
1.0	0.8474	diagnose diseases	0.1555	help	monoclonal antibody
1.0	0.6923	the least reliable of the agar characteristics	0.1555	has_property	color
1.0	0.8556	living things	0.1555	do in	enzyme
0.1151	0.9238	messenger	0.1555	be on	message
0.0075	0.9599	england	0.1555	has_property	shrewsbury
0.0	0.8642	work	0.1555	can	twang
1.0	0.858	rockefeller	0.1555	be in	prometheus
0.0011	0.9563	water	0.1555	be soluble in	potassium iodide
0.0943	0.9556	important in the food chain	0.1555	has_property	consumer
0.3111	0.9019	them	0.1555	have alcohol in	body lotion
0.0001	0.9583	uk	0.1555	has_property	omsk
0.0109	0.9354	in december	0.1555	has_property	disney
1.0	0.8564	mornings	0.1555	throw up in	pregnant woman
1.0	0.6696	example of slave owning child rapist	0.1555	follow	muslim
0.0012	0.8783	com	0.1555	has_property	standard operating procedure
0.0001	0.9469	good	0.1555	has_trait	dune
0.5921	0.766	engine 2	0.1555	start first	plane
0.0248	0.932	blue blood	0.1555	have	snake
0.0002	0.8569	quit	0.1555	can	lurcher
1.0	0.7366	jealous of the slain duncan	0.1555	has_property	macbeth
0.4164	0.9227	necessary in an experiment	0.1555	has_property	replication
0.7451	0.7224	laptops	0.1555	steal	thief
0.0004	0.9446	use	0.1555	has_property	citric acid
0.3179	0.7844	churches	0.1555	can go into	cop
0.0038	0.8462	head	0.1555	has_body_part	dogfish
0.5354	0.8967	like parents	0.1555	has_property	living thing
0.0005	0.9409	man	0.1555	has_property	slug
1.0	0.7337	vaginal order	0.1555	have	woman
0.0673	0.9236	cats	0.1555	look like	fox
0.7388	0.7345	warp	0.1555	brake	disc
1.0	0.8147	atm	0.1555	appear as	apostrophe
0.07	0.9628	mph	0.1555	be in	northern ireland
0.005	0.9358	underwater	0.1555	breathe	blue whale
0.0012	0.7962	last	0.1555	can	toilet
0.8893	0.8937	pictures	0.1555	appear on	dot
0.0965	0.8705	uphill	0.1555	go	sewer
1.0	0.8351	iron ore	0.1555	find	geologist
0.0945	0.8765	rock	0.1555	be better than	pop music
1.0	0.8947	nicaragua	0.1555	happen at	earthquake
0.0001	0.9561	spanish	0.1555	be in	side dish
0.0641	0.7862	same	0.1555	weigh	twin
0.0618	0.8303	sports	0.1555	can	kilt
1.0	0.8842	all the time	0.1555	come out	discharge
1.0	0.8033	in mime	0.1555	be used	lighting
1.0	0.7935	hero of two worlds	0.1555	be known as	marquis de lafayette
0.1382	0.8901	trade	0.1555	be important for	cocoa bean
0.0248	0.8628	part	0.1554	has_property	palm tree
1.0	0.8652	large core	0.1554	have	mercury
1.0	0.9704	water	0.1554	can dissolve	acetone
0.0012	0.875	strong	0.1554	has_trait	krona
0.0221	0.8186	pen	0.1554	can	eyebrow
1.0	0.7403	count	0.1554	show	umpire
0.0222	0.7983	wave	0.1554	can	up
0.001	0.9152	it	0.1554	has_property	running
0.0002	0.9455	ma	0.1554	has_property	narrative
0.0606	0.8267	ram	0.1554	need	printer
0.0024	0.9487	live	0.1554	has_property	hamster
1.0	0.9132	canada	0.1554	more is expensive in	housing
1.0	0.6996	rounded edges on rock	0.1554	create	weathering
0.1606	0.7922	sandy color	0.1554	have	lion
0.0002	0.8951	are	0.1554	can	dalmatian
0.0005	0.8638	zoom	0.1554	can	macaw
0.0138	0.8293	constipation	0.1554	cause	hernia
0.0009	0.8882	if	0.1554	has_property	pension
0.0026	0.9072	pregnant	0.1554	get	alcoholic
0.7872	0.8476	canon	0.1554	be ex	sears
1.0	0.7151	different ocean zones	0.1554	classify	scientist
0.0365	0.9161	water	0.1554	be on	venice
0.0026	0.9393	to be refrigerated	0.1554	need	pattypan squash
1.0	0.8319	draft	0.1554	support	liberal
0.7862	0.7928	sony	0.1554	be part of	sega
0.0187	0.8471	hug	0.1554	can	baby
0.0005	0.9116	do	0.1554	has_property	bridge
1.0	0.8054	development of sociology pd	0.1554	be important for	enlightenment
0.0115	0.7994	video	0.1554	work	transformer
0.0038	0.8919	care of young	0.1554	take	weasel
1.0	1.0	havel	0.1554	has_property	brandenburg
1.0	0.7847	traffic laws	0.1554	disobey	driver
1.0	0.8731	fridge	0.1554	come out of	ice
1.0	0.868	a necessary precursor to life	0.1554	has_property	cell membrane
0.0005	0.8329	squeak	0.1554	can	termite
0.2713	0.831	rail	0.1554	can	clothes
0.0935	0.8979	2 batteries	0.1554	have	diesel engine
0.0009	0.9443	food	0.1554	get	bull shark
0.0	0.8642	work	0.1554	can	combination
1.0	0.8833	pasta	0.1554	be considered	rice
0.0026	0.8645	causes	0.1554	has_property	papilloma
0.0014	0.9016	breathe	0.1554	can	hen
1.0	0.8656	one thing sex	0.1554	away think about	guy
0.0157	0.9273	beneficial	0.1554	can be	greed
1.0	0.7924	calder	0.1554	called	grand rapids
0.0398	0.8911	babies	0.1554	be safe for	oil
0.0006	0.9079	know	0.1554	can	bureaucrat
0.001	0.8957	jobs	0.1554	can	grapevine
0.0039	0.9038	zodiac	0.1554	has_property	gospel
0.0002	0.8833	quiet	0.1554	has_trait	gospel
1.0	0.7795	to be decorated by ambulance	0.1554	need	police
0.0001	0.9335	yellow	0.1554	has_color	omnivore
0.8799	0.878	nonfiction	0.1554	be better than	fiction
0.0096	0.8301	memory	0.1554	affect	arteriosclerosis
0.0	0.8642	work	0.1554	can	cuzco
0.1483	0.7663	urine	0.1554	spray	hamster
0.0159	0.8203	arise	0.1554	can	allele
0.0037	0.8586	nest	0.1554	can	kingfisher
0.0014	0.8904	max	0.1554	be to	pepper
0.373	0.9031	another	0.1554	differ to	social stratification
0.0001	0.9335	yellow	0.1554	has_color	hfc
0.0001	0.9469	good	0.1554	has_trait	hfc
0.2349	0.8492	from getting dizzy	0.1554	keep	ballerina
0.3043	0.8277	them	0.1554	carry oxygen cylinders with	mountain climber
0.0002	0.8571	die	0.1554	can	tyrannosaur
0.0581	0.7423	adhesive	0.1554	has_property	fabric
0.0021	0.9492	nj	0.1554	has_property	unemployment
0.0027	0.8042	order	0.1554	can	headset
1.0	0.8862	deep ridges	0.1554	have	fingernail
0.6336	0.8929	rich in carbohydrates	0.1554	has_property	cereal
0.0002	0.8827	jump	0.1554	can	airlock
0.0005	0.9582	italian	0.1554	be in	chair lift
1.0	0.8646	june 12	0.1554	be celebrated on	independence day
0.2246	0.6991	victims	0.1554	lure	vampire
0.4691	0.8129	in an organization	0.1554	occur	change
0.5634	0.8783	on land	0.1554	can be	casino
0.4054	0.7739	primary storage	0.1554	be different from	secondary storage
0.1889	0.7152	themselves	0.1554	preen	duck
0.0082	0.8786	grow	0.1554	has_property	pineapple
0.004	0.8304	glow	0.1554	can	sunflower
1.0	0.8787	insulator	0.1554	be wrap	bubble
0.0057	0.9626	the environment	0.1554	benefit	public transit
1.0	0.8188	to be the holy war	0.1554	be judged	jihad
1.0	0.9026	two jerseys	0.1554	have	kobe
0.0042	0.8503	energy	0.1554	obtain	hurricane
0.0008	0.854	twitter	0.1554	can	robot
1.0	0.8457	story of earth	0.1554	tell	fossil
0.1098	0.773	debt	0.1554	issue	firm
0.6628	0.7754	share point 2010	0.1554	work in	permission
0.009	0.8383	angry	0.1554	get	atheist
1.0	0.8239	oils	0.1554	use	belly dancer
1.0	0.5539	watchtower	0.1554	get to	batman
0.0233	0.9783	in the usa	0.1554	be	optometry
0.6448	0.8183	pots	0.1554	can	flower
0.5997	0.8374	lottery	0.1554	make money on	state
0.0729	0.8231	strain	0.1554	can	hamstring
0.0275	0.848	delivery	0.1554	has_property	forceps
0.0021	0.8508	interesting	0.1554	has_property	cow
0.0055	0.9333	them	0.1554	have holes in	hat
1.0	0.7885	certain shapes	0.1554	take	molecule
0.5484	0.8042	nitrogen	0.1554	increase	farmer
1.0	0.8241	fashion photo review	0.1554	be in	raven
1.0	0.9319	in the civil war	0.1554	be successful	spy
0.0006	0.9436	we	0.1554	has_property	shark
0.0128	0.8476	bud	0.1554	can	boxer
0.1734	0.8392	thin	0.1554	get	fingernail
0.0148	0.8236	identified	0.1554	can	chromosome
1.0	0.8357	in policy making	0.1554	can get involved	nurse
0.0036	0.9304	os	0.1554	has_property	white
0.001	0.8607	fit	0.1554	can	pallette
0.0039	0.9448	nervous system	0.1554	affect	arsenic
0.0897	0.8977	rdr2	0.1554	work in	pelt
0.0135	0.8797	se	0.1554	has_property	muztagh
0.0	0.8642	work	0.1554	can	pendragon
0.2724	0.9021	can developed	0.1554	CAN	area
0.0023	0.85	definition	0.1554	has_property	waste product
1.0	0.6944	eeg	0.1554	deprived	sleep
1.0	0.6279	ladybug	0.1554	recognize	nobody
0.0019	0.9224	electricity	0.1554	conduct	some materials
0.0724	0.7546	music	0.1554	choose	store
0.0198	0.9097	yaw	0.1554	can	drone
1.0	0.8647	foot	0.1554	chew	husky
0.0006	0.8544	pig	0.1554	can	champagne
0.0185	0.845	over	0.1554	flip	snake
1.0	0.7837	breast	0.1554	come out from	milk
0.227	0.8876	solvent in grignard reaction	0.1554	be used as	diethyl ether
1.0	0.8952	newborns	0.1554	happen in	jaundice
0.0163	0.9129	two names	0.1554	have	wolverine
0.0006	0.8077	ghost	0.1554	can	tire
0.0132	0.8135	axes	0.1554	can	water
0.0255	0.86	in infinity war	0.1554	die	some characters
1.0	0.8133	with the clay content of soil	0.1554	increase	humus
0.693	0.8333	turks	0.1554	hate	bulgarian
0.0048	0.9411	long hair	0.1554	have	yak
1.0	0.7521	above the rest games head	0.1554	have	ea sports
1.0	0.7573	the remains of living things	0.1554	destroy	lava
0.0005	0.8554	rhyme	0.1554	can	sweet
0.0	0.8642	work	0.1554	can	pacification
1.0	0.7985	manchester	0.1554	be symbolic to	bee
0.0001	0.9389	made	0.1554	has_property	crown
1.0	0.9413	aw	0.1554	be in	lock
1.0	0.8341	in c	0.1554	be treated	device
0.287	0.7386	ian	0.1554	end in	surname
0.0008	0.9479	gas	0.1554	has_property	box
0.0916	0.8413	cleanse	0.1554	can	gallstone
0.0145	0.8407	close	0.1554	has_movement	glenn
0.395	0.7817	teachers	0.1554	complain about	student
0.0018	0.8725	ruby	0.1554	has_color	box
1.0	0.756	limo	0.1554	be in	drinking
1.0	0.8914	lemon tree	0.1554	drop off	leaf
0.0004	0.8248	end	0.1554	can	spreader
0.7643	0.8102	developing world	0.1554	be worse in	disease
0.0	0.8642	work	0.1554	can	socialisation
0.0419	0.8692	black teeth	0.1554	have	gorilla
0.2966	0.8476	sponsors	0.1554	get	blogger
1.0	0.9086	general education	0.1554	be related to	physical education
0.067	0.9028	africa	0.1554	happen in	ebola
1.0	0.8052	ensure food safety	0.1554	can help	server
1.0	0.8277	a curved light saber	0.1554	took have	count
1.0	0.6989	preheated	0.1554	have	oven
0.0465	0.8832	rid of acne	0.1554	get	guy
1.0	0.7746	crickets	0.1554	can	locust
0.0026	0.8875	fly	0.1554	has_movement	squirrel
0.0063	0.8808	taxed	0.1554	get	allowance
1.0	0.8479	a limiting factor for a population	0.1554	be	space
0.0034	0.7957	tie	0.1554	can	electromagnet
0.0011	0.897	red	0.1554	turn	cilantro
1.0	0.7394	bush is from texas when he's really from new haven, connecticut	0.1554	say	everyone
0.0	0.8642	work	0.1554	can	tympan
1.0	0.8778	to treat cardiovascular disease	0.1554	work	stent
0.0019	0.9087	name	0.1554	has_property	storm cloud
0.0139	0.8729	pure substance	0.1554	has_property	salt
0.0	0.8642	work	0.1554	can	sol
1.0	0.7833	to increase fertility	0.1554	can be used	hormone
0.0067	0.7757	shot	0.1554	can	giraffe
0.0049	0.9108	night	0.1554	happen at	cold sweat
0.0017	0.9128	color	0.1554	change	beta
0.0006	0.8569	dwarf	0.1554	has_property	rbc
0.0007	0.9399	lgbt	0.1554	has_property	rbc
0.0002	0.9492	illegal	0.1554	has_property	rbc
0.0003	0.8575	ignored	0.1554	has_property	rbc
0.0406	0.7527	sneeze	0.1554	reverse	puppy
1.0	0.8747	in the workplace	0.1554	can occur deliberately	discrimination
0.0408	0.8787	clicking noise	0.1554	make	hamster
0.8598	0.867	an important language to learn	0.1554	has_property	french
0.0018	0.9274	up	0.1554	go	payment rate
0.1202	0.8832	cold noses	0.1554	have	puppy
1.0	0.7339	ion brittle	0.1554	be made up of	substance
0.0015	0.8504	escape	0.1554	can	sunburn
1.0	0.8085	asteroids	0.1554	classify	astronomer
0.0519	0.8216	rows	0.1554	can	crow
0.0004	0.8831	up	0.1554	can	feeling
0.6276	0.8373	gay marriage	0.1554	support	liberal
0.0001	0.9583	uk	0.1554	has_property	carrot
1.0	0.7414	when sports teams use indian mascots	0.1554	be offended	native american
0.0213	0.9334	important to the egyptians	0.1554	be	vegetation
0.1429	0.8716	new	0.1554	be called	new forest
0.488	0.7785	from specify	0.1554	benefit	artist
1.0	0.7314	saffron city	0.1554	be in	gym
1.0	0.8332	to wear tight shorts in school	0.1554	like	girl
0.0572	0.9465	relationship	0.1554	has_property	attachment
0.0002	0.8979	use	0.1554	can	anchor
1.0	0.815	weight rooms	0.1554	have	prison
1.0	0.8411	plastics	0.1554	get	bacterium
0.0	0.8642	work	0.1554	can	uremia
0.0002	0.9376	white	0.1554	has_color	xenon
1.0	0.8035	careful to use	0.1554	has_property	researcher
0.0039	0.8804	energy	0.1554	use	wolf
0.0002	0.9383	money	0.1554	make	progressive
1.0	0.8369	induction different charge conduction	0.1554	be by	charge
0.0014	0.8078	bum	0.1554	can	drum
0.009	0.8585	sp	0.1554	has_property	planaria
0.0436	0.9351	in the bible	0.1554	be mentioned	odyssey
1.0	0.7256	strippers	0.1554	make	native american
0.094	0.9163	the body from infection	0.1554	protect	lipid
0.2094	0.8803	to be packed	0.1554	need	cigarette
0.0003	0.9591	on	0.1554	has_place	decker
0.0006	1.0	gcse	0.1554	has_property	scientist
1.0	0.6997	popularity contests	0.1554	have	school
0.2313	0.8239	in a diode	0.1554	has_property	reverse current
0.1007	0.9217	dogs	0.1554	work in	chip
0.0271	0.8931	calcium	0.1554	need	vegetarian
0.0204	0.89	islam	0.1554	be allowed in	tampon
0.0884	0.8971	funny faces	0.1554	make	baby
0.0002	0.9463	different	0.1554	has_property	oat
1.0	0.7693	threes	0.1554	mate in	whale
0.4152	0.876	stroke risk	0.1554	increase	beta blocker
0.0005	0.9635	us	0.1554	help	comet
1.0	0.7647	3 laws of motion used in a game of knock hockey	0.1554	be	newton
0.113	0.8797	biopsy	0.1554	do	hospital
1.0	0.7709	most recipes	0.1554	be broken for	egg
0.0	0.8642	work	0.1554	can	chit
0.331	0.8543	homer	0.1554	can	ring
0.0009	0.8949	fee	0.1554	has_property	tremor
0.301	0.8709	reactions	0.1554	has_property	stoichiometry
0.0193	0.8225	picture	0.1554	can	cheetah
0.4001	0.8465	as a colony	0.1554	be established	virginia
1.0	0.8004	flow of sand	0.1554	affect	groyne
0.0131	0.8025	shy	0.1554	has_trait	genius
0.7895	0.7474	age	0.1554	droop with	eye
1.0	0.9087	australia	0.1554	be counted in	vote
0.0008	0.8036	met	0.1554	has_property	carrot
0.0004	0.8555	fee	0.1554	can	maggot
1.0	0.8822	hard better	0.1554	has_property	saddle
1.0	0.8416	foreign language	0.1554	be trained in	police dog
0.7996	0.743	stumble	0.1554	can	senior
0.0007	0.9223	calculated	0.1554	has_property	exchange rate
0.0021	0.8508	interesting	0.1554	has_property	neon
0.0815	0.8087	swamp	0.1554	can	cookie
0.0729	0.8231	strain	0.1554	can	cookie
1.0	0.8646	children's mathematical development	0.1554	can support	practitioner
0.0169	0.8751	voice	0.1554	can	player
0.0001	0.9583	uk	0.1554	has_property	anglia
0.1129	0.9049	america	0.1554	be bad for	diversity
0.4094	0.776	to genocide	0.1554	lead	discrimination
0.0011	0.874	gwen	0.1554	has_property	scientist
0.0005	0.8524	alike	0.1554	has_property	christmas
1.0	0.8696	to be shared	0.1554	need	memory
0.0008	0.9018	black	0.1554	turn	bearded dragons tails
1.0	0.9021	carbon monoxide	0.1554	have	cigarette
0.2638	0.8804	to hawaii	0.1554	come	whale
1.0	0.7357	aversion to insects	0.1554	have	human
0.0016	0.8553	book	0.1554	can	moral
0.0014	0.924	tails	0.1554	have	armadillo
0.0228	0.9066	relationships	0.1554	be in	ex
1.0	0.828	prison uniforms	0.1554	be on	arrow
0.3021	0.9121	racist	0.1554	can be	black
1.0	0.8063	in each of the states of matter	0.1554	behave	molecule
0.0345	0.834	load	0.1554	take forever to	certain websites
0.0036	0.8665	prepared	0.1554	has_property	guava
1.0	0.8248	urine	0.1554	keep	female
0.0002	0.9111	vegan	0.1554	has_diet	tac
0.1206	0.9346	black light	0.1554	glow in	tooth
0.1101	0.7651	altitude	0.1554	vary with	temperature
0.1405	0.8775	attitude	0.1554	have	teenager
1.0	0.7042	documents	0.1554	shred	company
1.0	0.659	the craftsmen's play	0.1554	choose	theseus
1.0	0.8585	flame	0.1554	give color to	alkali metal
0.5137	0.6578	workaholics	0.1554	has_property	american
0.0017	0.946	color	0.1554	has_property	scab
0.0177	0.9434	as a career	0.1554	has_property	sale
0.1433	0.9067	true	0.1554	can be	horoscope
0.2911	0.7459	toes	0.1554	protect	ballerina
1.0	0.7864	snooker	0.1554	kick in	ball
0.051	0.8898	bad	0.1554	sound	vinyl
0.0704	0.8135	right	0.1554	turn	cyclist
1.0	0.7313	bottle blondes	0.1554	hate	guy
0.0284	0.8962	sleep	0.1554	go	foot
0.0622	0.8582	cash	0.1554	do	mcdonalds
0.0006	0.8944	live	0.1554	can	islam
1.0	0.9239	regular matter	0.1554	interact with	dark matter
0.4396	0.8478	view	0.1554	have	everyone
1.0	0.8797	music	0.1554	be best genre of	metal
1.0	0.8863	city of cities	0.1554	be called	delhi
1.0	0.7395	dystopian stories	0.1554	create	author
0.0023	0.9086	game	0.1554	can	coin
1.0	0.7373	wedding day	0.1554	smile on	bride
1.0	0.8375	mobile	0.1554	be cheaper on	game
1.0	0.7932	speed	0.1554	stand at	time
1.0	0.8492	tableland	0.1554	be called	plateau
1.0	0.7045	conditioned	0.1554	get	fear
0.8535	0.9397	boxing	0.1554	be from	kickboxing
0.0047	0.9184	dangerous	0.1554	can be	lightning
1.0	0.9189	java	0.1554	be called in	method
1.0	0.8047	robert byrd	0.1554	support	liberal
0.0009	0.9536	irish	0.1554	has_property	irelander
1.0	0.7592	seder meal	0.1554	have	jew
0.7448	0.8472	chemical sense	0.1554	has_property	taste
1.0	0.834	autism	0.1554	be color for	blue
1.0	0.8965	middle	0.1554	be pink in	sprout
1.0	0.7281	awake	0.1554	jolt	baby
0.4549	0.8987	president	0.1554	can run for	immigrant
1.0	0.719	long surgeries	0.1554	get through	surgeon
0.4522	0.8308	syria	0.1554	get into	journalist
0.0018	0.8823	invented	0.1554	be	lightning rod
0.0078	0.9017	nests	0.1554	build	weaver
0.0093	0.8775	word	0.1554	work in	heading
0.1305	0.9286	little rain	0.1554	get	australia
0.4322	0.7973	amnesia	0.1554	have	wolverine
0.0001	0.9335	yellow	0.1554	has_color	power station
0.0003	0.9199	vs	0.1554	has_property	horse
0.02	0.8234	strike	0.1554	can	snake
0.002	0.91	different	0.1554	look	calico cat
0.0002	0.9384	be	0.1554	can	ex
0.0026	0.8908	tall	0.1554	has_property	structure
0.1263	0.9202	on wall	0.1554	has_property	paint
0.1305	0.902	right now	0.1554	look	paris
0.6689	0.7841	pace	0.1554	say	barbie
0.0002	0.9412	red	0.1554	has_color	bologna
0.0004	0.9115	go	0.1554	can	meat
0.0404	0.8299	blocked	0.1554	become	bile duct
0.0278	0.9111	messages	0.1554	send	pager
0.003	0.9292	pale	0.1554	has_property	carrot
1.0	0.799	from spain	0.1554	be damn attractive	guy
0.0004	0.9146	not	0.1554	has_property	shedding
1.0	0.7691	from argentina	0.1554	be damn attractive	guy
1.0	0.8077	low pe ratios	0.1554	have	bank
0.0006	0.9079	know	0.1554	can	protestant
1.0	0.8159	condition of imbalance	0.1553	be in	market
1.0	0.7976	containers	0.1553	pick up	crane
0.4353	0.796	facebook fundraisers	0.1553	get money from	nonprofit
0.0406	0.9185	lotion	0.1553	be in	cholesterol
0.0206	0.7935	lock	0.1553	can	folder
0.5066	0.8023	us rude	0.1553	make	technology
1.0	0.6908	schools repulsive	0.1553	find	student
0.1483	0.8726	victims	0.1553	select	criminal
0.4929	0.8399	better at hearing	0.1553	has_property	blind person
0.0003	0.8692	was	0.1553	can	iphone
1.0	0.7329	to know about kelp	0.1553	need	fisherman
0.0317	0.8801	colds	0.1553	catch	people
1.0	0.8899	in space probes	0.1553	can be used	mass spectrometer
0.8059	0.766	special shoes	0.1553	require	bowling
0.0566	0.8049	fought	0.1553	be	world war 1
0.0827	0.8344	kingston	0.1553	has_property	chic
0.0654	0.7691	bout	0.1553	be in	evil
0.0294	0.9413	nashville	0.1553	be in	crime
0.6095	0.8083	diamonds	0.1553	cut	laser
0.3417	0.8942	debit card numbers	0.1553	get	hacker
0.2308	0.8036	time	0.1553	grow over	settlement
1.0	0.811	in an individual	0.1553	grow	courage
0.0036	0.9111	money	0.1553	get	local authority
0.0486	0.9	snow	0.1553	be covered in	map
0.0018	0.9027	job	0.1553	can	negotiator
0.0004	0.9066	sleep	0.1553	can	buffalo
0.3719	0.7668	sleep	0.1553	jolt in	baby
0.0009	0.8653	out	0.1553	can	fish
0.0222	0.8972	estate	0.1553	has_property	real
0.0441	0.9333	on planes	0.1553	has_property	ashtray
0.0144	0.9496	birds	0.1553	eat	mantis
1.0	0.788	joe	0.1553	live with	biddy
0.0145	0.8835	managed	0.1553	can	tornado
1.0	0.9585	guanajuato	0.1553	be in	crime
0.0004	0.806	put	0.1553	can	reading
0.0024	0.8544	snapping	0.1553	has_property	locust
0.0023	0.8507	closing	0.1553	has_movement	locust
0.0009	0.9018	white	0.1553	turn	broccoli
0.0026	0.9433	white	0.1553	wear	advocate
0.0008	0.9018	black	0.1553	turn	chrysalis
1.0	0.782	fear of death	0.1553	overcome	soldier
1.0	0.6173	commies	0.1553	support	liberal
0.0366	0.9289	circles	0.1553	run around in	mouse
1.0	0.7084	to tvs	0.1553	compared	projector
0.0009	0.8396	spread	0.1553	can	hyperextension
0.0011	0.8957	skin	0.1553	has_body_part	bernese mountain dog
0.0048	0.8052	review	0.1553	has_property	bernese mountain dog
0.0033	0.8967	effects	0.1553	has_property	bernese mountain dog
0.0002	0.9194	zero	0.1553	has_property	action potential
1.0	0.6746	interests	0.1553	have heard	boy
0.3982	0.8721	low in cancer patients	0.1553	has_property	platelet
1.0	0.7481	$ 351	0.1553	have the highest fine at	california
1.0	0.748	night	0.1553	tear at	eye
0.0209	0.8196	grunt	0.1553	can	buck
0.4457	0.8711	to the inter tidal zone	0.1553	adapt	crab
0.0165	0.9043	royal	0.1553	has_property	arthur
0.0079	0.8994	cars	0.1553	be high in	cheese
1.0	0.7938	birth	0.1553	fall out after	hair
0.1172	0.9103	each other	0.1553	understand	football player
1.0	0.7405	discriminate	0.1553	price	company
0.0148	0.8889	dots	0.1553	have	glass screen protectors
0.0546	0.9027	to be calibrated	0.1553	need	sensor
0.5671	0.8208	dehydration	0.1553	treat	hospital
0.4592	0.8012	to horsepower	0.1553	compared	amp
1.0	0.7845	bible	0.1553	take literal	atheist
0.0	0.8642	work	0.1553	can	xii
0.002	0.9322	food	0.1553	eat	hermit crab
1.0	0.6909	as surrogates in the movie	0.1553	serve	robot
0.099	0.9095	transformers	0.1553	be used in	laminate
1.0	0.626	attorney of record	0.1553	file withdrawal as	attorney
0.0141	0.8263	interdependent	0.1553	has_property	institution
0.1228	0.9239	cold weather	0.1553	start in	engine
0.3022	0.857	important for female	0.1553	has_property	menstruation
0.0197	0.9367	sunday	0.1553	be closed on	post office
1.0	0.92	renewable source of energy	0.1553	be referred as	geothermal energy
1.0	0.6817	the motives of the pilgrims	0.1553	describe	chaucer
