subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
intensity	has_property	ignite	0.0372	0.8278	0.0005
jean	have zippers at	bottom	0.0372	0.836	0.1053
disk	has_property	pyrheliometer	0.0372	1.0	0.5631
disk	has_property	oluşturma	0.0372	1.0	0.3624
jewel	has_property	formed	0.0372	0.9373	0.0001
neurological disorder	has_property	related	0.0372	0.961	0.0001
north	has_property	aquarium	0.0372	0.9562	0.0004
north	has_property	oxford	0.0372	0.9477	0.0001
north	has_property	kfc	0.0372	0.8721	0.0021
north	has_property	fwy	0.0372	0.8288	0.0088
north	has_property	dna	0.0372	0.9504	0.0002
north	has_property	www	0.0372	0.9135	0.0002
north	has_property	pkwy	0.0372	1.0	0.0018
mark antony	be related to	germanic	0.0372	0.961	1.0
potassium dichromate	has_property	case	0.0372	0.9355	0.0003
potassium dichromate	has_property	awake	0.0372	0.9015	0.0019
potassium dichromate	has_property	aetherium	0.0372	1.0	1.0
lean	has_place	up	0.0372	0.9414	0.0001
hanuman	carry	mountain	0.0372	0.7748	1.0
colonist	fight britain by	1775	0.0372	0.7724	1.0
kerosene	has_property	go	0.0372	0.9403	0.0001
midi	go	out	0.0372	0.9442	0.0025
north	has_property	bjj	0.0372	0.9393	0.0002
north	has_property	ajax	0.0372	0.9415	0.0002
north	has_property	ketchup	0.0372	0.9553	0.009
north	has_property	ogden	0.0372	1.0	0.0011
north	has_property	kmart	0.0372	0.8196	0.001
north	has_property	fcc	0.0372	0.9214	0.0002
north	has_property	ella	0.0372	0.8276	0.0212
north	has_property	efterskole	0.0372	1.0	0.0379
north	has_property	dzorwulu	0.0372	1.0	0.1669
grade point	has_property	rated	0.0372	0.9312	0.0002
nostril	has_property	la	0.0372	0.9407	0.0002
earthquake	has_property	sst	0.0372	0.8462	0.0006
earthquake	has_property	ottawa	0.0372	0.8875	0.0003
earthquake	has_property	hungary	0.0372	0.8217	0.0059
arthropod	be considered	enemies	0.0372	0.8808	1.0
dna	be doubled before	mitosis	0.0372	0.8346	1.0
kingpin	has_trait	strong	0.0372	0.8934	0.0003
holland	has_movement	ahead	0.0372	0.9362	0.0001
north	has_property	square	0.0372	0.9467	0.0002
blue-green algae	has_property	vi	0.0372	0.8904	0.0012
elephant	has_trait	quiet	0.0372	0.8862	0.0
schmidt	have	cast	0.0372	0.9073	0.3379
snap	show	wrong location	0.0372	0.8424	0.0728
syphilis	has_property	approaching	0.0372	0.7659	0.0084
syphilis	has_movement	ahead	0.0372	0.9362	0.0001
gastritis	has_color	yellow	0.0372	0.9462	0.0
emission spectrum	has_property	other	0.0372	0.9113	0.0002
merging	has_property	get	0.0372	0.8935	0.0001
guy	be	gay	0.0372	0.9211	0.0008
jeddah	do	now	0.0372	0.9126	0.0042
neutrophile	has_property	worked	0.0372	0.8126	0.0019
neutrophile	has_property	calculated	0.0372	0.9439	0.0002
whistling	has_property	free download	0.0372	0.9362	0.0088
modeling	has_property	necessary	0.0372	0.9381	0.0001
methane	has_movement	rising	0.0372	0.8388	0.001
martin luther king day	be on	21st	0.0372	0.96	0.1536
aluminum	have	positive oxidation number	0.0372	0.9034	0.2435
beef	has_property	green color	0.0372	0.9354	0.1513
pinot	has_property	yale	0.0372	0.8265	0.0172
stimulation	has_movement	ahead	0.0372	0.9362	0.0001
mus rose	has_property	bees	0.0372	0.9112	0.0026
sex	be on	beach drink called	0.0372	0.8331	1.0
assassin	have	creed 2 ends	0.0372	0.763	1.0
black beetles	move to	places	0.0372	0.7972	1.0
sunburn	happen instead	sometimes	0.0372	0.8563	1.0
hydrogen peroxide	react with	raw potato	0.0372	0.741	1.0
leadership	has_property	different	0.0372	0.9485	0.0
gene therapy	treat	heart disease	0.0372	0.8916	0.0721
labour	know	when start	0.0372	0.9258	0.072
osteophyte	has_property	removed	0.0372	0.9314	0.0006
ice	be famous	jr	0.0372	0.9136	1.0
epithelial cell	be specialized	perform	0.0372	0.8563	1.0
iodine	be better nucleophile than	bromine	0.0372	0.8743	1.0
derby	has_property	solo	0.0372	0.9515	0.0055
scd	has_property	am	0.0372	0.9445	0.0003
bluing	has_property	watching	0.0372	0.8678	0.0023
hair	has_property	going	0.0372	0.8782	0.0012
life expectancy	affect	well being	0.0372	0.9148	0.0316
policy	has_property	drivers	0.0372	0.9517	0.0077
chicago	be colder than	new york	0.0372	0.8761	0.4603
linux	earn	money	0.0372	0.9158	0.0004
earthquake	has_property	tzatziki	0.0372	0.893	0.0004
earthquake	has_property	illegal	0.0372	0.9502	0.0
earthquake	has_property	tf2	0.0372	1.0	0.0002
earthquake	has_property	sir	0.0372	0.9278	0.0002
earthquake	has_property	ozone	0.0372	0.9694	0.0001
earthquake	has_property	oxford	0.0372	0.9477	0.0001
earthquake	has_property	oath	0.0372	0.9631	0.0005
earthquake	has_property	mtv	0.0372	0.9471	0.0001
earthquake	has_property	mvp	0.0372	0.9369	0.0002
earthquake	has_property	mpg	0.0372	0.9433	0.0003
earthquake	has_property	mba	0.0372	0.9422	0.0002
earthquake	has_property	iyengar	0.0372	1.0	0.0027
earthquake	has_property	ideal	0.0372	0.8654	0.0003
earthquake	has_property	hdtv	0.0372	0.9355	0.0004
earthquake	has_property	celebrated	0.0372	0.9464	0.0002
north	has_property	box	0.0372	0.9442	0.0002
sears	has_property	appliance	0.0372	0.8764	0.0475
span	affect	organizational structure	0.0372	0.8792	0.1371
fishing net	has_property	japan	0.0372	0.9616	0.0008
fishing net	has_property	effective	0.0372	0.9393	0.0001
san francisco	be colder than	seattle	0.0372	0.8824	0.1326
passing	has_body_part	eyeing	0.0372	0.8214	0.1869
becoming	has_property	human	0.0372	0.9405	0.0014
delegate	be to	national conventions allocated in california	0.0372	0.7632	1.0
other people	react to	gay people	0.0372	0.8048	1.0
maniac	has_property	tv ma	0.0372	0.8993	0.0149
travel	has_property	writing	0.0372	0.938	0.0015
british people	pronounce	three as free	0.0372	0.7304	1.0
east india company	has_property	flag	0.0372	0.959	0.0021
cowgirl	can	hurt	0.0372	0.8988	0.0001
acid rain	get into	water cycle	0.0372	0.8867	0.1909
cabbage	has_property	gassy	0.0372	0.8329	0.0028
sente	has_property	group	0.0372	0.9277	0.0012
midwest	has_property	automotive	0.0372	0.8121	0.0116
midwest	has_property	ignored	0.0372	0.9374	0.0001
coffin	has_movement	ahead	0.0372	0.9362	0.0001
deficit	has_movement	ahead	0.0372	0.9362	0.0001
old	has_property	roku	0.0372	0.8718	0.0156
mermaid	has_color	yellow	0.0372	0.9462	0.0
north	has_property	creek	0.0372	0.8571	0.0128
dispersal	has_property	belts	0.0372	0.9536	0.0001
dispersal	has_property	ignored	0.0372	0.9374	0.0001
dispersal	has_property	illegal	0.0372	0.9502	0.0
dispersal	has_property	iud	0.0372	1.0	0.0001
wimbledon	be called	manic monday	0.0372	0.7412	1.0
atom	be heavier than	iron formed	0.0372	0.9129	0.4002
elijah	has_property	dyer	0.0372	0.6909	0.0059
shakespeare	make	macbeth dramatic	0.0372	0.7636	1.0
heparin	keep blood from	clotting	0.0372	0.9219	0.0488
old	has_property	universe	0.0372	0.9516	0.0203
american	has_property	sea	0.0372	0.9451	0.0003
sink	has_property	du	0.0372	0.8992	0.002
brutus	commit	suicide	0.0372	0.9027	0.0103
insurance	be exempt from	vat	0.0372	0.8003	0.3754
ash	has_property	ideas	0.0372	0.8453	0.0003
thomas hobbes	has_property	significant	0.0372	0.8992	0.0006
parkinson	have	affect vision	0.0372	0.9299	1.0
setter	rotate in	volleyball	0.0372	0.7587	0.0267
cleanness	has_property	awareness	0.0372	0.8549	0.0005
cleanness	has_property	ignores	0.0372	0.8111	0.0011
cell phone	has_property	repair	0.0372	0.8422	0.0048
saint peter	be put in	prison	0.0372	0.9388	0.019
catcher	has_property	win	0.0372	0.8801	0.0007
medusan	has_property	adp	0.0372	1.0	0.0313
kami	be made	ever	0.0372	0.8753	0.0012
liberty bell	has_property	slot	0.0372	0.8107	0.0273
wifi	has_property	pop	0.0372	0.9423	0.0002
charcot-marie-tooth disease	has_property	dog	0.0372	0.9505	0.0002
luna	wear	cork necklace	0.0372	0.8663	1.0
witch	be hated in	1100s	0.0372	0.9451	1.0
extreme	has_property	awakening	0.0372	0.8745	0.0018
steam	can	lag	0.0372	0.853	0.0038
hamlet	has_property	icon	0.0372	0.9414	0.0003
assam	has_property	imp	0.0372	0.7065	0.0493
gen	has_property	halilintar	0.0372	1.0	1.0
toxicant	be eliminated from	liver	0.0372	0.8677	1.0
king john	be	cruel	0.0372	0.9032	0.0017
spring water	has_property	alkaline	0.0372	0.9095	0.0016
north	has_body_part	eye	0.0372	0.9429	0.0002
natural	has_property	approach	0.0372	0.8445	0.0011
north	has_property	avenue	0.0372	0.8325	0.0018
sam	early know about	jon snow	0.0372	0.811	1.0
disposable income	has_property	valuable measure	0.0372	0.8749	1.0
mrt	has_property	dying	0.0372	0.9395	0.0002
iphone	get	heavier	0.0372	0.8628	0.0163
piracy	has_property	laws	0.0372	0.8837	0.001
beowulf	represent	the epic hero	0.0372	0.8648	1.0
gene	be important	flow	0.0372	0.8588	0.7156
force per unit area	has_property	bad	0.0372	0.9451	0.0
sis	make	slime	0.0372	0.8473	0.0038
cloture	be used	rarely	0.0372	0.9137	0.0622
stand	has_movement	ahead	0.0372	0.9362	0.0001
race car	have	just one seat	0.0372	0.8818	1.0
characteristic	make	marble useful metamorphic rock	0.0372	0.7933	1.0
fill	has_property	available	0.0372	0.9299	0.0001
seller	has_movement	ahead	0.0372	0.9362	0.0001
dakota	has_property	johnson	0.0372	0.9712	0.0084
pain	has_property	most subjective sense	0.0372	0.8885	1.0
phone	reject	calls	0.0372	0.8383	1.0
rogue	be on	gas	0.0372	0.9243	0.0276
ozone	have	hole	0.0372	0.9455	0.0016
tom	be	afraid to push capella out of the way	0.0372	0.7444	1.0
property	has_movement	ahead	0.0372	0.9362	0.0001
laying	has_property	make	0.0372	0.897	0.0018
hubble	has_property	itching	0.0372	0.8165	0.0003
hubble	has_property	squeaking	0.0372	0.8283	0.0003
hubble	has_movement	ahead	0.0372	0.9362	0.0001
print	has_property	to file grade out	0.0372	0.8355	1.0
american revolution	has_property	wt	0.0372	0.9522	0.0003
amendment	has_property	five	0.0372	0.9819	0.027
bandwidth	differ from	data throughput	0.0372	0.8525	1.0
cardiff	be left	out of the uk live tours	0.0372	0.8094	1.0
auditory hallucination	has_property	killed	0.0372	0.9533	0.0002
krishna	has_property	either	0.0372	0.8985	0.0009
fluency	can	matter	0.0372	0.8597	0.0005
edgar allan poe	has_property	dies	0.0372	0.8822	0.0021
adp	be as	employer	0.0372	0.8984	0.0294
itchiness	has_effect	itchy	0.0372	0.915	0.0001
lucy	kill	everyone	0.0372	0.8786	0.0379
troop	has_place	away	0.0372	0.938	0.0001
ron	shit	on shelby	0.0372	0.7924	1.0
rice	kill	pigeons	0.0372	0.8143	0.018
methanol	be broken down	in the body	0.0372	0.9265	0.0042
bloodhound	has_manner	quickly	0.0372	0.8355	0.0005
absinthe	has_property	illegal	0.0372	0.9502	0.0
diversity	be important in	canada	0.0372	0.9735	0.004
sound	has_property	on instagram	0.0372	0.96	0.0018
grandmaster	can	work	0.0372	0.9421	0.0
face time	has_property	nadir	0.0372	0.8179	0.0037
face time	has_property	ultimo	0.0372	0.825	0.0061
face time	has_property	ubuntu	0.0372	0.9615	0.0003
face time	has_property	synonym	0.0372	0.9033	0.0002
face time	has_property	irresistible	0.0372	0.7823	0.0008
face time	has_property	irresistible	0.0372	0.7823	0.0008
face time	has_property	guided	0.0372	0.7841	0.0014
sunflower oil	has_property	better than olive oil	0.0372	0.8823	0.0788
freebie	can	work	0.0372	0.9421	0.0
north	has_property	dish	0.0372	0.9491	0.0022
belgium	have	high voter turnout	0.0372	0.8758	0.1342
moon	appear during	lunar eclipse	0.0372	0.8976	1.0
radioactive waste	affect	humans	0.0372	0.9274	0.0004
titanic	has_property	are	0.0372	0.9095	0.0002
scientist	determine	if an object is moving	0.0372	0.8259	1.0
vat	be collected in	south africa	0.0372	0.9073	1.0
bandage	has_property	hazardous	0.0372	0.9017	0.0023
cigar	related	to wealth	0.0372	0.7661	1.0
china	have	less wool than australia	0.0372	0.8277	1.0
scrum	has_property	different from waterfall	0.0372	0.8285	0.3962
tap water	has_property	hmrc	0.0372	1.0	0.0016
tap water	has_property	uyeshare	0.0372	1.0	0.0021
tap water	has_property	uuti	0.0372	1.0	0.0052
tap water	has_property	tzatziki	0.0372	0.893	0.0004
tap water	has_property	text	0.0372	0.9462	0.0001
tap water	has_property	square	0.0372	0.9467	0.0002
tap water	has_property	tour	0.0372	0.9513	0.0036
tap water	has_property	szechia	0.0372	1.0	0.0494
tap water	has_property	sum	0.0372	0.9491	0.0002
tap water	has_property	avg	0.0372	0.916	0.0001
tap water	has_property	scripted	0.0372	0.8048	0.0003
tap water	has_property	myanmar	0.0372	0.895	0.0012
tap water	has_property	esl	0.0372	0.9024	0.001
tap water	has_property	rpm	0.0372	0.9569	0.0002
tap water	has_property	urls	0.0372	0.7901	0.0041
tap water	has_property	redid	0.0372	0.746	0.5598
tap water	has_property	rhino	0.0372	0.9229	0.0011
tap water	has_property	rfd	0.0372	1.0	0.0057
tap water	has_property	rblx	0.0372	1.0	0.1809
tap water	has_property	phd	0.0372	0.927	0.0001
tap water	has_property	pdt	0.0372	0.8027	0.0013
tap water	has_property	pd	0.0372	0.9647	0.0001
tap water	has_property	pc	0.0372	0.9511	0.0001
tap water	has_property	ozone	0.0372	0.9694	0.0001
tap water	has_property	ottawa	0.0372	0.8875	0.0003
tap water	has_property	epsom	0.0372	1.0	0.0021
tap water	has_property	empty	0.0372	0.9047	0.0003
tap water	has_property	ejected	0.0372	0.883	0.0002
tap water	has_property	androgen	0.0372	0.7937	0.0023
tap water	has_property	edible	0.0372	0.8366	0.0003
tap water	has_property	easy	0.0372	0.9218	0.0003
tap water	has_property	dzwonek	0.0372	1.0	0.0045
tap water	has_property	dwarf	0.0372	0.9475	0.0001
tap water	has_property	dc	0.0372	0.9565	0.0008
tap water	has_property	durable	0.0372	0.8844	0.0017
tap water	has_property	dps	0.0372	0.9126	0.0017
tap water	has_property	dui	0.0372	0.9168	0.0006
tap water	has_property	dot	0.0372	0.9433	0.0002
tap water	has_property	czech	0.0372	0.9181	0.0001
tap water	has_property	cm	0.0372	0.954	0.0003
tap water	has_property	curable	0.0372	0.893	0.0005
tap water	has_property	created	0.0372	0.9362	0.0001
tap water	has_property	cbc	0.0372	0.8358	0.0001
tap water	has_property	cpd	0.0372	0.8254	0.0008
tap water	has_property	cfo	0.0372	0.8489	0.0004
tap water	has_property	gmt	0.0372	0.9424	0.0002
tap water	has_property	ghosted	0.0372	0.8687	0.0002
tap water	has_property	gcse	0.0372	1.0	0.0001
tap water	has_property	bye	0.0372	0.8803	0.0009
tap water	has_property	fwd	0.0372	0.8629	0.0002
tap water	has_property	fan	0.0372	0.941	0.0015
tap water	has_property	fps	0.0372	0.968	0.0001
tap water	has_property	ezy	0.0372	1.0	0.0056
tap water	has_property	irritated	0.0372	0.8276	0.0004
tap water	has_property	scripted	0.0372	0.8048	0.0003
tap water	has_property	myanmar	0.0372	0.895	0.0012
tap water	has_property	esl	0.0372	0.9024	0.001
tap water	has_property	rpm	0.0372	0.9569	0.0002
tap water	has_property	urls	0.0372	0.7901	0.0041
tap water	has_property	redid	0.0372	0.746	0.5598
tap water	has_property	rhino	0.0372	0.9229	0.0011
tap water	has_property	rfd	0.0372	1.0	0.0057
tap water	has_property	rblx	0.0372	1.0	0.1809
tap water	has_property	phd	0.0372	0.927	0.0001
tap water	has_property	pdt	0.0372	0.8027	0.0013
tap water	has_property	hjc	0.0372	1.0	0.0008
tap water	has_property	hbo	0.0372	0.9213	0.0003
tap water	has_property	went	0.0372	0.8425	0.0002
tap water	has_property	guided	0.0372	0.7841	0.0014
tap water	has_property	gpa	0.0372	0.9295	0.0002
tap water	has_property	gmt	0.0372	0.9424	0.0002
tap water	has_property	ghosted	0.0372	0.8687	0.0002
tap water	has_property	gcse	0.0372	1.0	0.0001
tap water	has_property	bye	0.0372	0.8803	0.0009
tap water	has_property	fwd	0.0372	0.8629	0.0002
tap water	has_property	fan	0.0372	0.941	0.0015
tap water	has_property	fps	0.0372	0.968	0.0001
tap water	has_property	ezy	0.0372	1.0	0.0056
tap water	has_property	ethical	0.0372	0.9112	0.0003
tap water	has_property	equivalent	0.0372	0.9293	0.0002
tap water	has_property	epsom	0.0372	1.0	0.0021
tap water	has_property	empty	0.0372	0.9047	0.0003
tap water	has_property	ejected	0.0372	0.883	0.0002
tap water	has_property	androgen	0.0372	0.7937	0.0023
tap water	has_property	edible	0.0372	0.8366	0.0003
tap water	has_property	dzwonek	0.0372	1.0	0.0045
tap water	has_property	dwarf	0.0372	0.9475	0.0001
tap water	has_property	dc	0.0372	0.9565	0.0008
tap water	has_property	durable	0.0372	0.8844	0.0017
tap water	has_property	dps	0.0372	0.9126	0.0017
tap water	has_property	dna	0.0372	0.9504	0.0002
tap water	has_property	dui	0.0372	0.9168	0.0006
tap water	has_property	dot	0.0372	0.9433	0.0002
tap water	has_property	czech	0.0372	0.9181	0.0001
tap water	has_property	cm	0.0372	0.954	0.0003
tap water	has_property	curable	0.0372	0.893	0.0005
tap water	has_property	created	0.0372	0.9362	0.0001
tap water	has_property	cbc	0.0372	0.8358	0.0001
tap water	has_property	cpd	0.0372	0.8254	0.0008
tap water	has_property	cfo	0.0372	0.8489	0.0004
tap water	has_property	cdt	0.0372	0.802	0.0027
tap water	has_property	bbl	0.0372	0.9046	0.0007
tap water	has_property	banned	0.0372	0.9613	0.0003
tap water	has_property	bsa	0.0372	1.0	0.0002
tap water	has_property	bc	0.0372	0.9497	0.0002
tap water	has_weather	wet	0.0372	0.901	0.0004
tap water	has_effect	itchy	0.0372	0.915	0.0001
tap water	has_color	ruby	0.0372	0.9461	0.0004
weevil	destroy	plants	0.0372	0.8384	0.0839
chlorella	has_property	zero made	0.0372	0.8628	0.0135
venice	make	masks	0.0372	0.83	0.0646
porc	has_property	types	0.0372	0.9341	0.0002
population	be in	volcanic axis dense	0.0372	0.7655	1.0
respect	has_movement	ahead	0.0372	0.9362	0.0001
vac	has_property	occasion	0.0372	0.9427	0.0021
crowd	be in	third today	0.0372	0.9218	0.6519
bucket	has_property	bag	0.0372	0.9478	0.0029
growth	impact	education	0.0372	0.7919	0.4647
colony	can	mean	0.0372	0.8744	0.0001
goat	be born with	teeth	0.0372	0.8418	0.0898
storm	differ	in high pressure systems	0.0372	0.796	1.0
head	has_place	away	0.0372	0.938	0.0001
brendan scrub	has_property	snitch	0.0372	0.8491	0.5228
si unit	has_property	kept	0.0372	0.9032	0.0007
sirius	want	pandora	0.0372	0.7851	1.0
cumin seed	has_property	kosher	0.0372	0.92	0.0003
everyman	avoid	death	0.0372	0.7761	0.2211
ablation	stop	bleeding	0.0372	0.9289	0.0022
high blood pressure	has_property	the leading cause to lvn	0.0372	0.8968	1.0
respect	has_time	yet	0.0372	0.9117	0.0001
ethernet	has_property	skipping	0.0372	0.8331	0.0004
ethernet	has_movement	ahead	0.0372	0.9362	0.0001
peril	can	mean	0.0372	0.8744	0.0001
battlefront	has_property	zero rated	0.0372	0.8533	0.0006
salad	be eaten	first	0.0372	0.9146	0.3744
ciprofloxacin	has_property	prescribed together	0.0372	0.8378	0.3736
nanotechnology	change	world	0.0372	0.9654	0.0064
europe	have	240 volts	0.0372	0.9245	0.1821
harp	has_property	two	0.0372	0.9539	0.0003
discoloration	has_property	formed	0.0372	0.9373	0.0001
everyone	walk down	aisle	0.0372	0.9854	0.0081
consonance	has_property	exclusives	0.0372	0.8919	0.1492
canadian dollar	go	down	0.0372	0.9231	0.0005
color wheel	has_property	named	0.0372	0.9364	0.0002
involvement	has_property	icebreakers	0.0372	0.7671	0.041
azithromycin	has_property	twice	0.0372	0.9126	0.0002
biodiversity	be unevenly distributed around	world	0.0372	0.8892	1.0
fallin	has_property	if	0.0372	0.8882	0.0002
excretion	can	occur	0.0372	0.8906	0.0
sugar	can	exfoliate	0.0372	0.8137	0.0658
enthalpy	relate	entropy	0.0372	0.8806	0.36
september	be significant	1 1939	0.0372	0.8585	1.0
public	has_property	fiscal administration important	0.0372	0.8099	1.0
natural	has_property	lyrics	0.0372	0.8856	0.0001
odysseus	has_property	greek hero	0.0372	0.8855	0.6306
red light	be good for	skin	0.0372	0.9841	0.0015
sodium hydrogen carbonate	has_property	wjec level	0.0372	0.939	0.3435
natural	has_property	road	0.0372	0.9447	0.0012
opportunity	has_property	cost the best forgone alternative	0.0372	0.766	1.0
diversity	be critical for	complex adaptive system	0.0372	0.7801	1.0
yem	has_time	now	0.0372	0.9371	0.0001
yem	has_movement	flee	0.0372	0.8329	0.0482
starbucks	have	small tables	0.0372	0.8808	0.2908
sacrifice	has_property	animal	0.0372	0.9501	0.0008
sulfur dioxide	has_property	can	0.0372	0.9385	0.0003
foot	has_property	curved	0.0372	0.8872	0.0007
li	has_property	oh	0.0372	0.8673	0.0012
jane goodall	has_property	small	0.0372	0.8728	0.0001
ign	has_color	yellow	0.0372	0.9462	0.0
daniel	has_property	cornier	0.0372	0.7604	1.0
parliament	can	exist	0.0372	0.9302	0.0001
tomcat	has_property	skipping	0.0372	0.8331	0.0004
happiness	be affected by	social relationships	0.0372	0.8256	1.0
flame	has_movement	ahead	0.0372	0.9362	0.0001
election	be important in	democratic system	0.0372	0.9051	1.0
chris	be mccandless afraid of	water	0.0372	0.9242	0.5741
registration	take	place	0.0372	0.9513	0.0004
board game	has_property	printed	0.0372	0.9117	0.0025
pink	keep	fit	0.0372	0.87	0.0137
tense	be important	belts mentor	0.0372	0.9145	0.276
ulna	has_color	white	0.0372	0.9376	0.0
number	be on	moon umbrella academy	0.0372	0.8868	0.4459
filler	can	kit	0.0372	0.8792	0.0007
antigone	has_trait	angry	0.0372	0.939	0.0006
antigone	has_property	impact	0.0372	0.8652	0.0003
antigone	has_property	history	0.0372	0.943	0.001
pluto	take	orbit	0.0372	0.917	0.4334
gibson	has_property	more expensive than fenders	0.0372	0.874	0.6394
percept	has_temperature	hot	0.0372	0.8996	0.0001
torch	be disabled on	iphone	0.0372	0.8701	0.3432
helium	has_property	non flammable	0.0372	0.9115	0.2971
chlorpyrifos	has_property	pronounce	0.0372	0.8872	0.0002
assignment	has_property	again	0.0372	0.8941	0.0006
sam adams	has_property	omani	0.0372	1.0	0.0056
sam adams	has_property	bbq	0.0372	0.8978	0.0003
ruler	has_movement	ahead	0.0372	0.9362	0.0001
jaguar	be adapted to	forest floor	0.0372	0.7747	1.0
natural	has_property	whey	0.0372	0.8687	0.0158
aspirin	has_property	pro drug	0.0372	0.8329	0.6242
upper respiratory infection	has_property	khan	0.0372	0.8955	0.0008
upper respiratory infection	has_property	gap	0.0372	0.8941	0.0004
upper respiratory infection	has_property	vulva	0.0372	0.7063	0.0058
upper respiratory infection	has_property	oxidation	0.0372	0.9082	0.0007
switcher	has_property	made	0.0372	0.9403	0.0
superman	have	x-ray vision work	0.0372	0.9125	1.0
natural	has_property	czech	0.0372	0.9181	0.0001
currency	has_property	good thing	0.0372	0.9418	0.0017
wrestling	has_property	bad now	0.0372	0.9344	0.0079
stomate	has_effect	harmful	0.0372	0.9473	0.0002
wrestler	know	when the match is supposed to end	0.0372	0.8299	1.0
traffic circle	has_property	vehicles	0.0372	0.9493	0.045
senate	be president of	nigeria	0.0372	0.8804	1.0
gemma	want	clay dead	0.0372	0.7573	1.0
youngster	develop	grey hair	0.0372	0.8459	1.0
plan b	be in	plastic box	0.0372	0.8899	1.0
artwork	has_movement	ahead	0.0372	0.9362	0.0001
semiconductor	has_property	address	0.0372	0.9485	0.0016
semiconductor	has_property	igbt	0.0372	1.0	0.1292
bastard	be called in	got	0.0372	0.8816	1.0
ant	be banned in	us	0.0372	0.986	0.0052
rubber	has_property	a poor conductor of heat	0.0372	0.9192	0.0237
martini	has_place	away	0.0372	0.938	0.0001
martini	has_movement	ahead	0.0372	0.9362	0.0001
washington	has_property	hazy	0.0372	0.8435	0.0148
natural	has_property	eutrophication	0.0372	0.8586	0.3646
natural	has_property	eutrophication	0.0372	0.8586	0.3646
wisconsin	have	weird city names	0.0372	0.9068	1.0
ford	has_place	up	0.0372	0.9414	0.0001
billboard	has_property	hung	0.0372	0.8618	0.0067
brown sugar	has_property	text	0.0372	0.9462	0.0001
china	compare in	terms of size	0.0372	0.9328	0.2083
rama	have	bow	0.0372	0.8615	0.0118
cottage cheese	be headed	bridge	0.0372	0.9113	0.1007
beijing	has_movement	ahead	0.0372	0.9362	0.0001
cleaner	has_property	app	0.0372	0.9486	0.0004
chandler	be in	box	0.0372	0.9768	0.0036
washington	has_property	illinois	0.0372	0.9556	0.0006
caffeine	affect	certain people	0.0372	0.922	1.0
paul	have	classmate mittelstaedt	0.0372	0.6816	1.0
beaut	has_place	off	0.0372	0.9321	0.0002
suicide	complicate	survivors ' grieving process	0.0372	0.745	1.0
cell phone	has_property	six	0.0372	0.975	0.0009
question	posted	to eli5	0.0372	0.8559	1.0
obesity	keep fractures from	healing	0.0372	0.7589	1.0
satellite	work together	to produce images of earth	0.0372	0.7896	1.0
personal	has_property	put	0.0372	0.8959	0.0002
natural	has_property	rwanda	0.0372	1.0	0.0003
natural	has_property	pd	0.0372	0.9647	0.0001
natural	has_property	mp3	0.0372	0.8867	0.0
natural	has_property	dvd	0.0372	0.9348	0.0001
grace	has_property	amazing	0.0372	0.9389	0.0006
detroit	has_property	shrinking	0.0372	0.7932	0.0248
information	be protected by	hip	0.0372	0.7787	1.0
walter	join	beneath mood	0.0372	0.6586	1.0
pepsi	be hard	max	0.0372	0.8562	1.0
dairy	be important for	athletes	0.0372	0.9684	0.0055
north america	be	first populated	0.0372	0.9004	1.0
churn	can	value	0.0372	0.8678	0.0016
sex	be painful after	abortion	0.0372	0.8405	1.0
postman	has_property	variables	0.0372	0.9071	0.0258
postman	has_property	extension	0.0372	0.8641	0.0093
biomass	has_manner	better	0.0372	0.9379	0.0001
writer	has_movement	ahead	0.0372	0.9362	0.0001
natural	has_property	yummy	0.0372	0.8698	0.0027
natural	has_property	pvt	0.0372	0.8893	0.0015
natural	has_property	ixpanpajul	0.0372	1.0	1.0
natural	has_property	ikea	0.0372	0.8341	0.0002
natural	has_property	ijui	0.0372	1.0	0.0026
natural	has_property	hmo6	0.0372	1.0	1.0
natural	has_property	gmbh	0.0372	0.7348	0.0005
natural	has_property	cg517	0.0372	1.0	1.0
natural	has_property	bk-g4	0.0372	1.0	1.0
natural	has_property	bjj	0.0372	0.9393	0.0002
natural	has_property	ncaa	0.0372	0.9598	0.0008
turmeric	has_property	exam	0.0372	0.914	0.0014
turmeric	has_property	mud	0.0372	0.8875	0.0007
turmeric	has_property	underarm	0.0372	0.7948	0.2369
turmeric	has_property	ufa	0.0372	1.0	0.0007
turmeric	has_property	swollen	0.0372	0.9027	0.0003
turmeric	has_property	squeezed	0.0372	0.8247	0.0007
turmeric	has_movement	slow	0.0372	0.919	0.0001
turmeric	has_property	iud	0.0372	1.0	0.0001
turmeric	has_property	identified	0.0372	0.9425	0.0002
turmeric	has_property	fda	0.0372	0.8566	0.0003
turmeric	has_property	dzialanie	0.0372	1.0	0.0762
turmeric	has_property	dwayne	0.0372	0.8853	0.0008
turmeric	has_property	bcm-95	0.0372	1.0	1.0
turmeric	has_property	air	0.0372	0.9405	0.0002
turmeric	has_property	absent	0.0372	0.8614	0.004
turmeric	has_trait	sensitive	0.0372	0.9004	0.0006
collar	has_place	over	0.0372	0.939	0.0004
different cultures	understand	time	0.0372	0.8637	0.1549
rind	has_property	period	0.0372	0.9501	0.0036
fall	be colder than	spring	0.0372	0.9231	0.1649
atf	can	exist	0.0372	0.9302	0.0001
